Protein	Gene	Description	N	logFC	AveExpr	t	P.Value	adj.P.Val	B	logFCcontrol	ER_0min	ER_90min	IgG	PR590:ER 0min	PR590:ER 90min	PR590:IgG	PR622:ER 0min	PR622:ER 90min	PR622:IgG	PR650:ER 0min	PR650:ER 90min	PR650:IgG
O00422	SAP18	Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1	3	-0.202473805997615	8.73272104134975	-0.837731995143033	0.413189947224054	0.89670653090757	-6.72710919481107	0.447669532142436	9.22345903680651	9.02098523080889	8.77578950466407	9.41657135849825	9.32062328293243	8.33280382032295	10.1064133821868	9.96284437633441	9.70860357298911	7.50064273606281	7.13273839948814	7.63921148700846
O00423	EMAL1	Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens GN=EML1 PE=1 SV=3	1	0.0414219423059325	7.02940758974718	NA	NA	NA	NA	-0.0823814490123072	7.59240364268117	7.6338255849871	7.71620703399941	7.59240364268117	7.6338255849871	7.71620703399941	NA	NA	NA	NA	NA	NA
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	3	0.0328568976370569	9.81424704511745	0.167282317272805	0.8690168267482	0.994963420103498	-7.07329889214125	-0.290261110728515	9.85215595228944	9.8850128499265	10.175273960655	10.064925567666	9.98281027316633	10.5331419778194	10.8245553475965	10.968713072234	11.0348677261931	8.7540762352286	8.79060449800197	9.04490147157532
O00712	NFIB	Nuclear factor 1 B-type OS=Homo sapiens GN=NFIB PE=1 SV=2	1	1.27712482515337	6.67474436208968	NA	NA	NA	NA	-0.235126422123082	5.52266559377848	6.79979041893185	7.03491684105493	5.52266559377848	6.79979041893185	7.03491684105493	NA	NA	NA	NA	NA	NA
O00764	PDXK	Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=1 SV=1	2	-0.192532771284131	4.32515664540461	NA	NA	NA	NA	-0.68195641886363	4.22302009193996	4.03048732065583	4.90497651080359	4.54402605861673	4.11508081817554	5.1932085206525	3.28010791919274	3.32398761706566	3.99483829488422	NA	NA	NA
O14497	ARI1A	AT-rich interactive domain-containing protein 1A OS=Homo sapiens GN=ARID1A PE=1 SV=3	3	0.721890589300488	8.59905555581643	4.13634196029994	0.000622464404054805	0.0115155914750139	-0.805507233287487	0.406627390562345	9.73883597203883	10.4607265613393	10.054099170777	9.74476177301036	10.5189270857792	9.72915943464432	5.48956128482169	6.00418032957847	5.71503044425833	8.10231319172354	8.9792006020994	8.83823596686736
O14519	CDKA1	Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens GN=CDK2AP1 PE=1 SV=1	2	-0.463188131912317	6.01546282890121	NA	NA	NA	NA	0.28076387452275	6.69911692631624	6.23592879440392	6.41835305179349	6.31184560485973	6.26584942144085	6.64817779572482	5.93411206434354	5.05373198393779	5.03625212443296	NA	NA	NA
O14579	COPE	Coatomer subunit epsilon OS=Homo sapiens GN=COPE PE=1 SV=3	2	-0.190238359799623	7.00201502157316	NA	NA	NA	NA	-0.0577239897530983	6.87099189090343	6.68075353110381	6.92871588065653	7.06007827352083	6.72830926875256	7.17898490068471	7.4594316186373	7.41072390380632	7.45597297097961	NA	NA	NA
O14602	IF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens GN=EIF1AY PE=1 SV=4	2	0.155266485506577	6.66833278159555	NA	NA	NA	NA	-0.794200941723374	6.64478479179308	6.80005127729966	7.59425221902303	6.66756777832219	6.79793938577968	7.79571500650173	5.95353132072731	6.13369268428298	6.72431894700767	NA	NA	NA
O14617	AP3D1	AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1 PE=1 SV=1	2	0.165543190554071	4.61366894566967	NA	NA	NA	NA	-0.268068009578572	4.44787494372984	4.61341813428391	4.88148614386248	4.77233814140115	4.51096191927738	5.39599308092216	4.26196057248248	4.85442317571438	4.50552803322675	NA	NA	NA
O14686	KMT2D	Histone-lysine N-methyltransferase 2D OS=Homo sapiens GN=KMT2D PE=1 SV=2	1	1.04084626864169	7.38332201950109	NA	NA	NA	NA	0.317703772215489	6.60553243090174	7.64637869954344	7.32867492732795	6.60553243090174	7.64637869954344	7.32867492732795	NA	NA	NA	NA	NA	NA
O14770	MEIS2	Homeobox protein Meis2 OS=Homo sapiens GN=MEIS2 PE=1 SV=2	1	1.75686216851467	6.34570519940442	NA	NA	NA	NA	1.43645923654006	5.24249362739296	6.99935579590763	5.56289655936757	5.24249362739296	6.99935579590763	5.56289655936757	NA	NA	NA	NA	NA	NA
O14776	TCRG1	Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2	1	-0.0414340899853602	8.25500526776431	NA	NA	NA	NA	-0.376196976922392	7.99046869525646	7.9490346052711	8.36666567217885	7.99046869525646	7.9490346052711	8.36666567217885	NA	NA	NA	NA	NA	NA
O14929	HAT1	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1	2	-0.832716620355758	5.11917532624061	NA	NA	NA	NA	0.704302464908815	5.42145850254135	4.58874188218559	4.71715603763254	4.98152650995369	4.78995276908338	4.59267059585642	6.31934955078559	4.84549005094437	5.29960053506522	NA	NA	NA
O14950	ML12B	Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2	3	0.0111716761088871	9.16985583878116	0.0574069222832681	0.954854854458727	0.996160986663754	-7.08622962171606	-0.842386200028633	8.65923424667858	8.67040592278747	9.5127921228161	8.78643300401927	8.64902516355257	9.74722193908616	9.54091678596844	9.81467401182638	10.1681348348881	8.97209769859548	8.86926334153091	9.94476434302145
O14979	HNRDL	Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3	3	0.421765965036048	10.5883199743107	1.60731226765484	0.125421650939408	0.578377622729122	-5.82320485270988	0.458603807318809	10.5278237630923	10.9495897281284	10.4909859208096	10.2562845202884	10.8341324024241	9.98622806743024	10.7374948341285	10.9106159640796	10.3982321696909	9.21634746002327	9.7306763430447	9.71515305047082
O14980	XPO1	Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1	3	-0.0382564198838029	10.3292873239859	-0.318071399785287	0.754099049456255	0.950421673037324	-7.03507099388194	0.0801031384017179	10.8703332990837	10.8320768791999	10.7902301606819	10.778552394143	10.7844537378741	10.8677861754816	11.05925753723	10.8462963011046	10.708036931032	9.0050831362473	9.09737376899022	9.02676054590162
O15014	ZN609	Zinc finger protein 609 OS=Homo sapiens GN=ZNF609 PE=1 SV=2	1	0.234668563071677	7.47577499584799	NA	NA	NA	NA	0.232185632716222	7.09637632134628	7.33104488441796	7.09885925170174	7.09637632134628	7.33104488441796	7.09885925170174	NA	NA	NA	NA	NA	NA
O15042	SR140	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2	3	-0.362664756139505	9.05108705002507	-1.71428582368222	0.103679163366947	0.547169791482911	-5.66191813217639	0.0613119621513736	9.92671743793473	9.56405268179522	9.86540547578335	9.60227467550328	9.38370429247405	9.91347715531207	10.141550664328	9.55877601312045	9.69599878270231	7.33743076170373	7.05078152752202	7.28784427706654
O15144	ARPC2	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1	2	0.00327425971338791	8.93283955649614	NA	NA	NA	NA	-0.418343265048302	9.07048462173991	9.0737588814533	9.4921021465016	9.06218108884924	8.94817947709825	9.6959242370186	8.13885687915153	8.2594070103293	8.34834878050556	NA	NA	NA
O15145	ARPC3	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3	2	-0.0616692785191573	8.29068009729627	NA	NA	NA	NA	-0.515699578138697	7.98264189399139	7.92097261547223	8.49834147213009	7.86965993449812	7.87914560512561	8.68113799449922	8.6988782658369	8.56605403817109	8.9187993621132	NA	NA	NA
O15160	RPAC1	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1	2	-0.25906447196891	3.97050537556691	NA	NA	NA	NA	0.6366492497415	5.15439491346126	4.89533044149235	4.51774566371976	5.00257394366383	4.55853004561996	4.31986562843047	3.68289428856948	3.60880924267552	3.09230410431984	NA	NA	NA
O15164	TIF1A	Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24 PE=1 SV=3	3	1.83681624394458	11.5083764322289	11.587345738632	9.06734285854935e-10	2.34844180036428e-07	12.7016746811999	2.13893791854628	11.3013458190675	13.1381620630121	10.9992241444658	11.2376922583385	13.4317671423256	10.758978634989	11.3232679230173	12.8491481521213	11.0902400443143	10.172588235708	11.9630818544507	9.97796471395537
O15198	SMAD9	Mothers against decapentaplegic homolog 9 OS=Homo sapiens GN=SMAD9 PE=1 SV=1	2	0.862070942214849	6.58241987015186	NA	NA	NA	NA	1.1710033013492	6.43063900211706	7.29270994433191	6.12170664298271	6.28010791919274	7.37628045941561	5.82418594528388	6.29225588990331	6.92022523411013	6.13031314554346	NA	NA	NA
O15294	OGT1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3	2	0.390216998157912	8.67215793231433	NA	NA	NA	NA	0.693185299630841	8.79678691246174	9.18700391061965	8.49381861098881	8.62021982550749	9.26924358649042	8.25269921882373	7.79251144080347	7.92392167613636	7.55409544454137	NA	NA	NA
O15305	PMM2	Phosphomannomutase 2 OS=Homo sapiens GN=PMM2 PE=1 SV=1	3	-0.178018781130755	7.81017371632146	-0.930665371037407	0.364367192541278	0.890293423284821	-6.64458287505467	0.503814644405296	9.15764342018217	8.97962463905142	8.65382877577688	9.38355001828892	9.21214893620897	8.52641539970057	10.0899233253537	9.6211491988846	9.71623153608483	4.53071287548501	4.63683174064176	4.2500953501263
O15347	HMGB3	High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	3	-0.214533839331825	10.2032982317791	-1.24181816949911	0.230275024503397	0.767727158420887	-6.31259840656549	0.429967436814328	11.0526038233052	10.8380699839734	10.6226363864909	10.7589607949766	10.6815019738845	10.6003178129459	10.2124963851939	9.78329060166597	9.54562644727413	9.66028883448561	9.52335192111026	9.19589944399317
O15355	PPM1G	Protein phosphatase 1G OS=Homo sapiens GN=PPM1G PE=1 SV=1	3	-1.07335526452701	10.0730855139885	-4.44625741190734	0.000313348345650127	0.00649257772187062	-0.121941406481165	1.09465242303128	10.8428683689083	9.76951310438125	9.74821594587698	10.4558335720023	9.47527021213407	9.65196141982081	11.4886507119995	10.0352016742855	10.2459346354379	10.3356455634405	9.54959216744175	9.09827652308977
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	2	0.104902995479	4.72082506256259	NA	NA	NA	NA	-0.918985026052006	5.70921467320772	5.81411766868672	6.73310269473873	5.87265289617867	5.73160996539386	7.28593058182032	3.00770809513526	3.35855701687808	3.64220645255563	NA	NA	NA
O15372	EIF3H	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1	2	0.271469883869492	6.06494331915224	NA	NA	NA	NA	-0.584520442538225	4.00848648476388	4.27995636863337	4.8644768111716	4.15842936260448	4.25117804814401	5.16476329632653	7.27612440527424	7.7263154874737	7.98177112436763	NA	NA	NA
O15550	KDM6A	Lysine-specific demethylase 6A OS=Homo sapiens GN=KDM6A PE=1 SV=2	3	0.525924326542414	9.56174790909687	2.37789557865309	0.0287234921990332	0.244750948206134	-4.51355224157309	0.733763807089559	9.47615139793737	10.0020757244798	9.26831191739023	9.56567332962135	10.255837898085	9.28996946127308	9.2358945604857	9.56331886407504	8.48743811292871	8.24514520365221	8.80532931122643	8.64578707791603
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	3	-0.277657553809032	10.0492587317667	-2.12976227599673	0.0472767515142667	0.350943012492935	-4.96953747526894	0.239030382111567	11.3357511527872	11.0580935989782	11.0967207706756	11.2253193495113	10.9894451874175	11.0151710978178	11.3821337820525	11.0449502460409	10.9700134203694	7.78850860646646	7.52859364314469	7.69368607350832
O43172	PRP4	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2	2	-0.683923148526022	4.61204818268316	NA	NA	NA	NA	0.776102976783184	7.23784017105806	6.55391702253204	6.46173719427488	6.63538127512838	6.63247596192379	6.70735913208088	3.48358548034607	2.11864449649862	1.8594016698272	NA	NA	NA
O43252	PAPS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2	2	-0.837418051864362	5.65055503126204	NA	NA	NA	NA	0.00402425110399207	7.55646439779191	6.71904634592754	7.55244014668791	7.74406496396678	7.09712917584382	7.14042810419782	3.82491329344191	2.79701297783614	4.42050165100289	NA	NA	NA
O43290	SNUT1	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1	2	-0.441319592897674	6.21111698907294	NA	NA	NA	NA	0.0186625929298181	7.14309357299469	6.70177398009701	7.12443098006487	7.07437086858463	6.65800740961461	6.9862483872218	5.14072023643348	4.67444450960815	5.19151753193667	NA	NA	NA
O43309	ZSC12	Zinc finger and SCAN domain-containing protein 12 OS=Homo sapiens GN=ZSCAN12 PE=1 SV=1	2	0.535148734551588	6.43981510043778	NA	NA	NA	NA	0.917950469860089	5.87230690243774	6.40745563698932	5.48950516712924	5.81634370528486	6.56855334101741	5.053421693574	6.19151753193667	6.50960536530729	6.18883607303053	NA	NA	NA
O43353	RIPK2	Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens GN=RIPK2 PE=1 SV=2	1	-0.0772290733718606	4.60024339791805	NA	NA	NA	NA	-0.120182824393676	4.47248777146274	4.39525869809088	4.59267059585642	4.47248777146274	4.39525869809088	4.59267059585642	NA	NA	NA	NA	NA	NA
O43390	HNRPR	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	3	0.119148472590922	10.7838980729085	0.759400644087053	0.457464228562117	0.897760177380923	-6.79042412864534	0.0319040048706594	10.9398449163414	11.0589933889323	11.0270893840617	10.802868283472	10.8576644825111	11.0126095751409	10.8456468571008	11.176774221033	11.0806795505707	9.77170168428361	9.7432235390851	9.58866110230554
O43395	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2	2	-0.961743219807314	8.72577747580417	NA	NA	NA	NA	-0.128830902078303	8.97511222426303	8.01336900445572	9.10394312634134	8.52546487875949	7.7848684993018	9.5765248372486	9.44337280549061	8.26048274533367	8.6499746511581	NA	NA	NA
O43447	PPIH	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1	2	-0.513797401537804	7.59623530308008	NA	NA	NA	NA	0.728645927034081	8.31848601889212	7.80468861735432	7.58984009185804	7.87717456036088	7.62722118415203	7.46317402032311	8.02766908138077	7.25002765451401	6.98437776735038	NA	NA	NA
O43592	XPOT	Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2	3	-0.358231742668822	7.32297809962826	-1.93575569454986	0.0687980977399764	0.445467682866347	-5.30505017673657	0.975888237570531	8.10748198148812	7.7492502388193	7.13159374391759	8.09577375475472	7.83848361084955	7.13075440416163	8.9519299320831	8.43066162275363	8.09652692367858	5.80053016771918	5.50439339294735	4.6932878140052
O43670	ZN207	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	2	-0.117437022114563	5.84184352414903	NA	NA	NA	NA	-0.427183575471019	7.19605109830786	7.0786140761933	7.62323467377888	7.17135553704875	7.06893178884328	7.75679456792813	4.3474631869945	4.21501289097085	4.61639130705717	NA	NA	NA
O43684	BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	3	-0.0747296104709552	9.61377390035113	-0.578480499408125	0.570122729534937	0.918733215394089	-6.91415451875338	0.14103188305338	10.8278604243037	10.7531308138327	10.6868285412503	10.7650137211772	10.7869930111586	10.6583581424909	8.58297528016561	8.33385815342674	8.18975397520423	9.61091937182293	9.61386837716753	9.68770060631041
O43707	ACTN4	Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	3	0.162121115535149	7.98410328370574	0.621413642120793	0.54213445272063	0.909167798772648	-6.88768356840905	-0.490529326515602	5.53722406100693	5.69934517654207	6.18987450305768	5.79738361240232	5.85388874524304	6.52859364314469	10.1315905866673	10.5834253299545	10.6621787907452	8.01110742527734	7.98913089575492	8.7072605166093
O43719	HTSF1	HIV Tat-specific factor 1 OS=Homo sapiens GN=HTATSF1 PE=1 SV=1	1	-0.407179754786666	6.55139918458282	NA	NA	NA	NA	-0.121014244807963	6.67877617412388	6.27159641933722	6.79979041893185	6.67877617412388	6.27159641933722	6.79979041893185	NA	NA	NA	NA	NA	NA
O43795	MYO1B	Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3	2	0.00187378492455803	6.65987323022679	NA	NA	NA	NA	-0.112820783808079	4.79868253320946	4.80055631813402	4.9133771019421	4.99580752235829	4.9935449778627	5.3115861506659	9.06027132010574	9.06628143445045	8.9738818292634	NA	NA	NA
O43809	CPSF5	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	3	0.0900757932318026	10.672771338075	0.623808194795255	0.54059556849381	0.909167798772648	-6.88615369722573	0.162136065566269	10.5174455094362	10.607521302668	10.4453852371017	10.367859332989	10.605208309293	10.3125345535677	10.9223826427774	10.8840505621529	10.6901663841338	9.84083411096643	9.91204459498244	9.91219433202792
O43813	LANC1	LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1	1	0.0368766003540379	6.73601578198591	NA	NA	NA	NA	0.272491087349292	6.76420813013995	6.80108473049398	6.52859364314469	6.76420813013995	6.80108473049398	6.52859364314469	NA	NA	NA	NA	NA	NA
O43815	STRN	Striatin OS=Homo sapiens GN=STRN PE=1 SV=4	3	-0.0833450922437233	10.9426344599205	-0.416840053993665	0.68173463363819	0.950421673037324	-6.99731013795428	2.47194219387337	13.2389174754325	13.1555723831888	10.7669752815591	13.1405057075926	13.0335913815187	10.7799948313072	13.0745476773535	12.9497107882749	10.1283902572366	11.8392037880969	11.8209197265183	9.7300455028792
O43823	AKAP8	A-kinase anchor protein 8 OS=Homo sapiens GN=AKAP8 PE=1 SV=1	3	0.0544110388428685	6.9523402862084	0.173546262927133	0.864162892247904	0.994963420103498	-7.07218151921804	-0.118933579063981	8.552455971557	8.60686701039987	8.72580058946385	8.41833453795784	8.64285110570312	8.82334449160071	6.83289001416474	7.04704598967263	7.27898037318701	5.06054154193505	4.78510211521048	4.72947508299045
O43866	CD5L	CD5 antigen-like OS=Homo sapiens GN=CD5L PE=1 SV=1	2	-1.04257064106453	6.17125774583567	NA	NA	NA	NA	-2.50682846336155	5.76314424365779	4.72057360259326	8.26997270701935	6.46422482402497	4.93882345891381	7.43879185257826	5.60288440871842	5.04314449170052	9.64197430688824	NA	NA	NA
O60216	RAD21	Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2	2	-0.516508975526774	5.37091507585134	NA	NA	NA	NA	-0.527741057765645	5.33454653193906	4.81803755641229	5.86228758970471	5.66918878415665	4.50007360313464	5.9935449778627	5.11508081817554	5.25117804814401	5.84620674000079	NA	NA	NA
O60244	MED14	Mediator of RNA polymerase II transcription subunit 14 OS=Homo sapiens GN=MED14 PE=1 SV=2	1	0.708807885726192	6.61543452034936	NA	NA	NA	NA	1.23105911178494	6.25036610081507	6.95917398654126	5.72811487475632	6.25036610081507	6.95917398654126	5.72811487475632	NA	NA	NA	NA	NA	NA
O60264	SMCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	3	-0.540380143236879	9.82316808510936	-3.31871378785846	0.00382872855314205	0.0508533689878868	-2.593751934209	0.318382124487847	10.9567884750935	10.4164083318567	10.6384063506057	10.6491021723177	10.2209914852952	10.7903892272622	10.5720775992165	9.95337541942707	10.047610832042	8.69907663919496	8.12474907629627	8.12710997796141
O60341	KDM1A	Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2	3	0.196302794613715	10.503596161845	0.862465710287323	0.399800284084945	0.89670653090757	-6.70592284856415	0.489787705969183	11.5184363048372	11.7147390994509	11.2249513934817	11.1474366317283	11.6260414333283	10.9871015601352	11.2089092932147	11.0243283869655	10.5763696176786	8.66840383689996	8.9632883253903	8.5808238499628
O60437	PEPL	Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4	2	0.192478902372191	8.4364988583109	NA	NA	NA	NA	-0.649230248468409	7.09756312090708	7.29004202327927	7.93927227174768	7.16576840861264	7.30768872810411	8.38980032617325	9.45975361284484	9.70279109809776	9.91913999696543	NA	NA	NA
O60506	HNRPQ	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	3	0.132937084676838	11.6314295175563	0.806805575363329	0.430332565057279	0.89670653090757	-6.7527971551275	-0.0207205623207596	11.5052832827507	11.6382203674275	11.6589409297483	11.398098533256	11.5001483146329	11.6630370439825	11.7674662256796	12.0917730209493	12.0828167131808	11.054202140583	11.0266568179668	10.934886083348
O60508	PRP17	Pre-mRNA-processing factor 17 OS=Homo sapiens GN=CDC40 PE=1 SV=1	1	-0.275070370614387	6.56000341982462	NA	NA	NA	NA	2.06840058789794	7.83185010356483	7.55677973295045	5.76344951566689	7.83185010356483	7.55677973295045	5.76344951566689	NA	NA	NA	NA	NA	NA
O60663	LMX1B	LIM homeobox transcription factor 1-beta OS=Homo sapiens GN=LMX1B PE=1 SV=3	2	0.792342119298912	8.36822438357692	NA	NA	NA	NA	0.745246640801875	9.24834155983096	10.0406836791299	9.295437038328	9.08203495974482	9.92292414515602	9.53829980837894	6.65616945121358	7.3999645044002	6.29409555957353	NA	NA	NA
