Protein	Gene	Description	N	logFC	AveExpr	t	P.Value	adj.P.Val	B	logFCcontrol	FOXA1_45min	FOXA1_90min	IgG	PR590:FOXA1 45min	PR590:FOXA1 90min	PR590:IgG	PR622:FOXA1 45min	PR622:FOXA1 90min	PR622:IgG	PR650:FOXA1 45min	PR650:FOXA1 90min	PR650:IgG
O00233	PSMD9	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens GN=PSMD9 PE=1 SV=3	2	-0.230576878834988	8.07244044830489	NA	NA	NA	NA	0.602219212326677	8.90087456797587	8.67029768914088	8.29865535564919	9.02960275118632	8.84817580109804	8.2701284348019	7.96066394655297	7.68093713897129	7.51569983828404	NA	NA	NA
O00267	SPT5H	Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1	1	0.510760592987339	4.30026994847615	NA	NA	NA	NA	0.632597719132875	4.30430242420553	4.81506301719287	4.18246529805999	4.30430242420553	4.81506301719287	4.18246529805999	NA	NA	NA	NA	NA	NA
O00299	CLIC1	Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4	3	-0.210134114205118	8.11585865738353	-1.33407931653783	0.198846829726329	0.998831774527715	-4.54703151157829	0.00550815518361247	8.86606457776681	8.65593046356169	8.86055642258319	8.91323136919526	8.90355910719991	8.90114704130522	8.40325554723526	7.9442728176116	8.3589964896849	7.13845466284322	6.97670731184688	7.17827358273277
O00401	WASL	Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens GN=WASL PE=1 SV=2	1	-0.0229307350447945	6.64365757230422	NA	NA	NA	NA	-0.47761546134884	6.52993246780892	6.50700173276412	7.00754792915776	6.52993246780892	6.50700173276412	7.00754792915776	NA	NA	NA	NA	NA	NA
O00422	SAP18	Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1	3	-0.151248529077389	8.73272104134975	-0.625788266300198	0.539324847399177	0.998831774527715	-4.64635086359299	0.181551908955251	8.95734141361932	8.80609288454193	8.77578950466407	8.66070903878206	8.79916596071768	8.33280382032295	9.93760501963685	9.76430292890733	9.70860357298911	7.62696054876735	7.20806013032908	7.63921148700846
O00423	EMAL1	Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens GN=EML1 PE=1 SV=3	1	0.118020623272861	7.02940758974718	NA	NA	NA	NA	-1.48697620379471	6.11121020693183	6.22923083020469	7.71620703399941	6.11121020693183	6.22923083020469	7.71620703399941	NA	NA	NA	NA	NA	NA
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	3	-0.0170849045492645	9.81424704511745	-0.0869833316266085	0.931647119951898	0.998831774527715	-4.67633324716085	-0.673931537075612	9.5013424235794	9.48425751903013	10.175273960655	9.34091509207821	9.23218105768664	10.5331419778194	10.7847516771599	10.6686760847257	11.0348677261931	8.46544979512288	8.6390047083008	9.04490147157532
O00712	NFIB	Nuclear factor 1 B-type OS=Homo sapiens GN=NFIB PE=1 SV=2	1	0.0221853819331299	6.67474436208968	NA	NA	NA	NA	-0.18174097787254	6.83099048124926	6.85317586318239	7.03491684105493	6.83099048124926	6.85317586318239	7.03491684105493	NA	NA	NA	NA	NA	NA
O00764	PDXK	Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=1 SV=1	2	0.0302868361015127	4.32515664540461	NA	NA	NA	NA	0.0718847617463707	4.94657443644845	4.97686127254996	4.90497651080359	4.72324649245923	4.77459882879121	5.1932085206525	4.54799617436721	4.55721751023825	3.99483829488422	NA	NA	NA
O14497	ARI1A	AT-rich interactive domain-containing protein 1A OS=Homo sapiens GN=ARID1A PE=1 SV=3	3	-0.0248731257922827	8.59905555581643	-0.142519871325836	0.888255893500743	0.998831774527715	-4.67531918523138	1.1089754065189	11.1630745772959	11.1382014515036	10.054099170777	11.0433202860071	11.2845680022235	9.72915943464432	6.87476184289247	6.77356312011891	5.71503044425833	9.69126993642712	9.47660156560751	8.83823596686736
O14519	CDKA1	Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens GN=CDK2AP1 PE=1 SV=1	2	0.0546584647443176	6.01546282890121	NA	NA	NA	NA	0.4472286990441	6.81092328609327	6.86558175083759	6.41835305179349	6.79552948666081	7.11805116108376	6.64817779572482	5.67404090209652	5.46083615716221	5.03625212443296	NA	NA	NA
O14579	COPE	Coatomer subunit epsilon OS=Homo sapiens GN=COPE PE=1 SV=3	2	-0.0114569761704661	7.00201502157316	NA	NA	NA	NA	-0.621409664549242	6.30730621610729	6.29584923993682	6.92871588065653	6.17962478711897	6.09682808118742	7.17898490068471	7.21251375544686	7.27239650903748	7.45597297097961	NA	NA	NA
O14602	IF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens GN=EIF1AY PE=1 SV=4	2	-0.470863823183987	6.66833278159555	NA	NA	NA	NA	-0.252028345690146	7.34222387333289	6.8713600501489	7.59425221902303	7.16066380866917	7.02300182536162	7.79571500650173	6.85531345345994	6.05124779039952	6.72431894700767	NA	NA	NA
O14617	AP3D1	AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1 PE=1 SV=1	2	-0.430029536905853	4.61366894566967	NA	NA	NA	NA	-0.0817556276133171	4.79973051624916	4.36970097934331	4.88148614386248	4.27904672382243	4.30116953472057	5.39599308092216	5.45896313509985	4.57678125039	4.50552803322675	NA	NA	NA
O14686	KMT2D	Histone-lysine N-methyltransferase 2D OS=Homo sapiens GN=KMT2D PE=1 SV=2	1	0.180945966949204	7.38332201950109	NA	NA	NA	NA	0.193710438987987	7.34143939936673	7.52238536631593	7.32867492732795	7.34143939936673	7.52238536631593	7.32867492732795	NA	NA	NA	NA	NA	NA
O14770	MEIS2	Homeobox protein Meis2 OS=Homo sapiens GN=MEIS2 PE=1 SV=2	1	0.118519047838713	6.34570519940442	NA	NA	NA	NA	1.19141833114286	6.63579584267172	6.75431489051043	5.56289655936757	6.63579584267172	6.75431489051043	5.56289655936757	NA	NA	NA	NA	NA	NA
O14776	TCRG1	Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2	1	0.13518006599188	8.25500526776431	NA	NA	NA	NA	0.260138472753402	8.49162407894037	8.62680414493225	8.36666567217885	8.49162407894037	8.62680414493225	8.36666567217885	NA	NA	NA	NA	NA	NA
O14929	HAT1	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1	2	0.220881161977078	5.11917532624061	NA	NA	NA	NA	0.389737856761103	4.88601273241656	5.10689389439364	4.71715603763254	4.98803540906504	5.38740193236464	4.59267059585642	5.24194911142466	5.28434491207921	5.29960053506522	NA	NA	NA
O14950	ML12B	Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2	3	0.186490974140225	9.16985583878116	0.958304980797133	0.350631354936743	0.998831774527715	-4.60706898348627	-0.895594899905321	8.43070624877055	8.61719722291078	9.5127921228161	8.42410628777665	8.40632650320118	9.74722193908616	9.49189603304315	9.9391908894613	10.1681348348881	8.69786117403932	8.82781902461732	9.94476434302145
O14979	HNRDL	Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3	3	-0.064228987795012	10.5883199743107	-0.244770912259722	0.809408264312806	0.998831774527715	-4.67217698607447	0.996123038389708	11.4871089591993	11.4228799714043	10.4909859208096	11.9168098325154	11.810141240736	9.98622806743024	11.2477283494769	11.3030101158479	10.3982321696909	9.92344422076871	9.78214408279211	9.71515305047082
O14980	XPO1	Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1	3	-0.0169983561002081	10.3292873239859	-0.14132767611982	0.889184071157439	0.998831774527715	-4.6753460914257	0.230539290972208	11.0207694516542	11.0037710955539	10.7902301606819	11.034892283833	11.1208580788083	10.8677861754816	10.9663303444299	10.8395412474664	10.708036931032	9.29297889706894	9.28280713075661	9.02676054590162
O15014	ZN609	Zinc finger protein 609 OS=Homo sapiens GN=ZNF609 PE=1 SV=2	1	-0.0930869169189981	7.47577499584799	NA	NA	NA	NA	0.834241223229629	7.93310047493137	7.84001355801237	7.09885925170174	7.93310047493137	7.84001355801237	7.09885925170174	NA	NA	NA	NA	NA	NA
O15042	SR140	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2	3	-0.0380180785468944	9.05108705002507	-0.179708262226363	0.859393377926129	0.998831774527715	-4.67436701293769	0.390471934795208	10.2558774105786	10.2178593320317	9.86540547578335	10.3910517493356	10.5212498881387	9.91347715531207	10.4712978001298	10.2937343809823	9.69599878270231	7.20638647000114	7.13969751470487	7.28784427706654
O15144	ARPC2	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1	2	-0.0878593134046284	8.93283955649614	NA	NA	NA	NA	0.232290993019003	9.7243931395206	9.63653382611597	9.4921021465016	9.66515823444083	9.63927609927714	9.6959242370186	8.84369676912132	8.69386027747576	8.34834878050556	NA	NA	NA
O15145	ARPC3	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3	2	0.362103778105759	8.29068009729627	NA	NA	NA	NA	-0.543041627182367	7.59319606684196	7.95529984494772	8.49834147213009	7.92811648382752	7.85602528031088	8.68113799449922	7.86153006220864	8.6578288219368	8.9187993621132	NA	NA	NA
O15160	RPAC1	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1	2	0.149926878091461	3.97050537556691	NA	NA	NA	NA	0.326675682174661	4.69449446780296	4.84442134589442	4.51774566371976	5.11031551230416	5.04251927173802	4.31986562843047	2.65535182861255	3.02300182536162	3.09230410431984	NA	NA	NA
O15164	TIF1A	Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24 PE=1 SV=3	3	-0.180727320228913	11.5083764322289	-1.14009768304948	0.269220724984334	0.998831774527715	-4.5798663886479	0.689907037082598	11.6891311815484	11.5084038613195	10.9992241444658	11.6494326216001	11.4868242497829	10.758978634989	11.7938558313803	11.7399131821735	11.0902400443143	10.4536160515261	10.1279851118634	9.97796471395537
O15198	SMAD9	Mothers against decapentaplegic homolog 9 OS=Homo sapiens GN=SMAD9 PE=1 SV=1	2	0.155223321183255	6.58241987015186	NA	NA	NA	NA	0.545831509726756	6.51231483152621	6.66753815270946	6.12170664298271	6.70923154641365	6.70123219003187	5.82418594528388	6.02648392150069	6.34492992024898	6.13031314554346	NA	NA	NA
O15294	OGT1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3	2	-0.0346411836262295	8.67215793231433	NA	NA	NA	NA	1.26542486232832	9.75924347331713	9.7246022896909	8.49381861098881	9.80966478831722	9.94492117758841	8.25269921882373	8.52797959970453	8.32344084318088	7.55409544454137	NA	NA	NA
O15305	PMM2	Phosphomannomutase 2 OS=Homo sapiens GN=PMM2 PE=1 SV=1	3	-0.212907652351586	7.81017371632146	-1.11306109396937	0.280356790755056	0.998831774527715	-4.58414302465378	0.446868982174268	9.10069775795114	8.88779010559956	8.65382877577688	8.87005641847295	8.89866616309742	8.52641539970057	9.94855496163964	9.73349961005603	9.71623153608483	5.01473785232193	4.56246050222631	4.2500953501263
O15347	HMGB3	High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	3	-0.133048306901651	10.2032982317791	-0.770143327720021	0.451225842601654	0.998831774527715	-4.63107904456877	0.819188344767527	11.4418247312584	11.3087764243568	10.6226363864909	11.5493068069361	11.6250401698554	10.6003178129459	10.5130719328224	10.242408560319	9.54562644727413	9.73702999875723	9.53281508763642	9.19589944399317
O15355	PPM1G	Protein phosphatase 1G OS=Homo sapiens GN=PPM1G PE=1 SV=1	3	-0.0482813529348647	10.0730855139885	-0.200000251955865	0.84372726735623	0.998831774527715	-4.67375539495052	0.561998960359412	10.3102149062364	10.2619335533015	9.74821594587698	10.5406331633159	10.7706520955422	9.65196141982081	10.5030874524862	10.3507655805808	10.2459346354379	9.6384488436246	9.41590772449913	9.09827652308977
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	2	-0.178880054232642	4.72082506256259	NA	NA	NA	NA	-0.733586515896726	5.999516178842	5.82063612460936	6.73310269473873	5.70913305885237	5.63164479667488	7.28593058182032	3.75183094373013	3.47155909744233	3.64220645255563	NA	NA	NA
O15372	EIF3H	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1	2	-0.15466023065132	6.06494331915224	NA	NA	NA	NA	-0.462295526390413	4.40218128478118	4.24752105412986	4.8644768111716	4.39525869809088	4.19489752967378	5.16476329632653	7.82668466982245	7.71772537693691	7.98177112436763	NA	NA	NA
O15550	KDM6A	Lysine-specific demethylase 6A OS=Homo sapiens GN=KDM6A PE=1 SV=2	3	-0.0522644144571238	9.56174790909687	-0.23630646803417	0.815868578949854	0.998831774527715	-4.6724995008064	1.25004447850577	10.518356395896	10.4660919814389	9.26831191739023	10.1721863844726	10.2498245486162	9.28996946127308	10.1831302345941	10.2534338767571	8.48743811292871	9.81801146856844	9.51327641889051	8.64578707791603
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	3	0.102170674575216	10.0492587317667	0.783696483089724	0.443430346166333	0.998831774527715	-4.62950073439987	0.353227763038101	11.3477778591385	11.4499485337137	11.0967207706756	11.4488795707803	11.5973841847835	11.0151710978178	11.3350872356591	11.4671287939298	10.9700134203694	7.64807505064477	7.67404090209652	7.69368607350832
O43172	PRP4	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2	2	-0.0688410220192344	4.61204818268316	NA	NA	NA	NA	0.575954529735727	7.0376917240106	6.96885070199137	6.46173719427488	7.06331803276699	7.15185012101737	6.70735913208088	2.65535182861255	2.4291376963237	1.8594016698272	NA	NA	NA
O43252	PAPS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2	2	0.117655181284394	5.65055503126204	NA	NA	NA	NA	0.299116663745975	7.73390162914949	7.85155681043389	7.55244014668791	7.52468162630405	7.72334402127731	7.14042810419782	4.39917109381982	4.43581906141535	4.42050165100289	NA	NA	NA
O43290	SNUT1	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1	2	-0.132494151010276	6.21111698907294	NA	NA	NA	NA	0.605250529349063	7.72968150941393	7.59718735840366	7.12443098006487	7.68209167656498	7.83893376375684	6.9862483872218	5.70617530129163	5.28434491207921	5.19151753193667	NA	NA	NA
O43309	ZSC12	Zinc finger and SCAN domain-containing protein 12 OS=Homo sapiens GN=ZSCAN12 PE=1 SV=1	2	-0.125108916497056	6.43981510043778	NA	NA	NA	NA	1.31493842786043	6.80444359498966	6.67933467849261	5.48950516712924	6.74454555794201	6.83270921398393	5.053421693574	7.12758906438338	6.78920757534735	6.18883607303053	NA	NA	NA
O43353	RIPK2	Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens GN=RIPK2 PE=1 SV=2	1	-0.0435510637737426	4.60024339791805	NA	NA	NA	NA	0.30387805553064	4.89654865138706	4.85299758761332	4.59267059585642	4.89654865138706	4.85299758761332	4.59267059585642	NA	NA	NA	NA	NA	NA
O43390	HNRPR	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	3	0.0230843131105711	10.7838980729085	0.147129391281937	0.88466875120718	0.998831774527715	-4.67521303754952	0.559197939895579	11.5632030108467	11.5862873239573	11.0270893840617	11.7486061872072	11.7409040762539	11.0126095751409	11.5657039259851	11.6216823365514	11.0806795505707	9.97598099517992	9.99695763489856	9.58866110230554
O43395	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2	2	0.161595911443079	8.72577747580417	NA	NA	NA	NA	-0.0890173074354355	8.85332990746282	9.0149258189059	9.10394312634134	9.03617361255349	9.08850432746127	9.5765248372486	8.68909943809619	8.95996054607456	8.6499746511581	NA	NA	NA
O43447	PPIH	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1	2	0.851521483026872	7.59623530308008	NA	NA	NA	NA	0.765899824248561	7.50421843307973	8.3557399161066	7.58984009185804	8.24982454861618	8.54192630675985	7.46317402032311	6.02648392150069	7.43742512941076	6.98437776735038	NA	NA	NA
O43592	XPOT	Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2	3	-0.0958928766997857	7.32297809962826	-0.518170670068131	0.610663304420329	0.998831774527715	-4.65583475482849	0.877223404494226	8.00881714841181	7.91292427171203	7.13159374391759	7.79511197977297	7.98702032730631	7.13075440416163	8.66014873918458	8.53530315253827	8.09652692367858	6.09697863637054	5.74223724538415	4.6932878140052
O43670	ZN207	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	2	0.0261029244294493	5.84184352414903	NA	NA	NA	NA	-0.24075377484465	7.35637797450478	7.38248089893423	7.62323467377888	7.24765630467488	7.29986215353378	7.75679456792813	4.59181617176222	4.59181617176222	4.61639130705717	NA	NA	NA
O43684	BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	3	0.130178557183738	9.61377390035113	1.00770974580614	0.326976985481503	0.998831774527715	-4.60004639084221	0.184778644565538	10.7414286286321	10.8716071858158	10.6868285412503	10.8726364078899	10.8836251798311	10.6583581424909	8.14942051675982	8.59563046362301	8.18975397520423	9.67755606150127	9.61089301424803	9.68770060631041
O43707	ACTN4	Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	3	-0.0935113816798889	7.98410328370574	-0.358431090716552	0.724198794402614	0.998831774527715	-4.66676705923106	-0.834051057965443	5.35582344509223	5.26231206341234	6.18987450305768	5.07161558809348	4.86400922454358	6.52859364314469	10.511124337619	10.3957559773308	10.6621787907452	7.81313985089045	7.85558042968885	8.7072605166093
O43719	HTSF1	HIV Tat-specific factor 1 OS=Homo sapiens GN=HTATSF1 PE=1 SV=1	1	0.198419865908044	6.55139918458282	NA	NA	NA	NA	-0.089279145674257	6.51209140734955	6.71051127325759	6.79979041893185	6.51209140734955	6.71051127325759	6.79979041893185	NA	NA	NA	NA	NA	NA
O43795	MYO1B	Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3	2	-0.129704178182954	6.65987323022679	NA	NA	NA	NA	-0.790469904925788	4.12290719701631	3.99320301883336	4.9133771019421	3.76780611136779	3.95286602440891	5.3115861506659	8.93672205870994	8.49225378930292	8.9738818292634	NA	NA	NA
O43809	CPSF5	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	3	0.0337815889810873	10.672771338075	0.233950002364977	0.817669545380395	0.998831774527715	-4.67258729130646	0.746381405332208	11.1579850534529	11.191766642434	10.4453852371017	11.354595725733	11.2776236631676	10.3125345535677	11.4407616657738	11.5625286448432	10.6901663841338	10.257337327276	10.3138871777153	9.91219433202792
O43813	LANC1	LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1	1	-0.115477217419937	6.73601578198591	NA	NA	NA	NA	0.359975671816303	6.888569314961	6.77309209754106	6.52859364314469	6.888569314961	6.77309209754106	6.52859364314469	NA	NA	NA	NA	NA	NA
O43815	STRN	Striatin OS=Homo sapiens GN=STRN PE=1 SV=4	3	-0.03473069656342	10.9426344599205	-0.173701234721758	0.864042874184633	0.998831774527715	-4.67453561481634	-0.59823797609673	10.1687373054624	10.134006608899	10.7669752815591	10.1816403509065	10.0983611273321	10.7799948313072	9.60851885840633	9.54867055925138	10.1283902572366	9.05355745381992	9.09249288685906	9.7300455028792
O43823	AKAP8	A-kinase anchor protein 8 OS=Homo sapiens GN=AKAP8 PE=1 SV=1	3	0.064264719293913	6.9523402862084	0.204974985015961	0.839896554443681	0.998831774527715	-4.67359555450677	-0.00112071299688488	8.66041515717305	8.72467987646696	8.72580058946385	8.98230098002404	8.8437864861725	8.82334449160071	6.50824753458034	7.02316028491923	7.27898037318701	5.1450951363014	4.96149103769578	4.72947508299045
O43866	CD5L	CD5 antigen-like OS=Homo sapiens GN=CD5L PE=1 SV=1	2	-0.0597120917670431	6.17125774583567	NA	NA	NA	NA	-2.42923413284978	5.84073857416956	5.78102648240252	8.26997270701935	5.43700891306291	5.52490545611458	7.43879185257826	6.78528898070402	6.57796825411827	9.64197430688824	NA	NA	NA
O60216	RAD21	Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2	2	-0.266209884745234	5.37091507585134	NA	NA	NA	NA	-0.237322264399127	5.62496532530558	5.35875544056035	5.86228758970471	5.37999715114289	5.62602187131743	5.9935449778627	5.98511003792234	5.20666554825733	5.84620674000079	NA	NA	NA
O60244	MED14	Mediator of RNA polymerase II transcription subunit 14 OS=Homo sapiens GN=MED14 PE=1 SV=2	1	0.19451661197112	6.61543452034936	NA	NA	NA	NA	1.14568075022736	6.67927901301256	6.87379562498368	5.72811487475632	6.67927901301256	6.87379562498368	5.72811487475632	NA	NA	NA	NA	NA	NA
O60264	SMCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	3	0.0270145189979107	9.82316808510936	0.165908125590452	0.870082412758408	0.998831774527715	-4.67474585776312	0.42641812722043	11.0378099588282	11.0648244778261	10.6384063506057	11.1116200899449	11.3152749311817	10.7903892272622	10.5327385707261	10.4596511679376	10.047610832042	8.51896220126224	8.46943831980764	8.12710997796141
O60341	KDM1A	Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2	3	0.0445836933161416	10.503596161845	0.195880587430271	0.846902593113034	0.998831774527715	-4.67388481336732	0.652629018095123	11.8329967182607	11.8775804115768	11.2249513934817	12.1246567751222	12.295502472783	10.9871015601352	11.1125279387266	11.2890102211451	10.5763696176786	8.73124628826477	8.51766938813381	8.5808238499628
O60437	PEPL	Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4	2	0.174948014872582	8.4364988583109	NA	NA	NA	NA	-0.901825915000448	6.86249834187465	7.03744635674723	7.93927227174768	6.72031755789251	6.73112504217969	8.38980032617325	9.43507490550011	9.7741634509581	9.91913999696543	NA	NA	NA
O60506	HNRPQ	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	3	0.0129913130665962	11.6314295175563	0.0788452961707417	0.938027421648004	0.998831774527715	-4.67644069331175	0.222205968019562	11.8681555847012	11.8811468977678	11.6589409297483	12.0202954237422	12.0200001883477	11.6630370439825	12.4676073694612	12.295188804874	12.0828167131808	10.8204810121668	11.0321687513483	10.934886083348
O60508	PRP17	Pre-mRNA-processing factor 17 OS=Homo sapiens GN=CDC40 PE=1 SV=1	1	-0.0432860133264832	6.56000341982462	NA	NA	NA	NA	0.00775695222278916	5.77120646788968	5.7279204545632	5.76344951566689	5.77120646788968	5.7279204545632	5.76344951566689	NA	NA	NA	NA	NA	NA
