Protein	Gene	Description	N	logFC	AveExpr	t	P.Value	adj.P.Val	B	logFCcontrol	ER_45min	ER_90min	IgG	PR590:ER 45min	PR590:ER 90min	PR590:IgG	PR622:ER 45min	PR622:ER 90min	PR622:IgG	PR650:ER 45min	PR650:ER 90min	PR650:IgG
O00299	CLIC1	Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4	3	-0.0412304631328286	8.11585865738353	-0.261760011147406	0.796484590547515	0.998148607345206	-4.67149585608842	-0.0120695891854883	8.84848683339771	8.80725637026488	8.86055642258319	8.7408649352966	8.71311643698374	8.90114704130522	8.43128865429159	8.411450458316	8.3589964896849	7.23005475657825	7.15395006146822	7.17827358273277
O00401	WASL	Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens GN=WASL PE=1 SV=2	1	-0.194722638847559	6.64365757230422	NA	NA	NA	NA	-0.313662767117984	6.69388516203977	6.49916252319221	7.00754792915776	6.69388516203977	6.49916252319221	7.00754792915776	NA	NA	NA	NA	NA	NA
O00422	SAP18	Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1	3	0.0748035398456075	8.73272104134975	0.309498398421771	0.760504076802721	0.998148607345206	-4.66934131246963	0.245195726144821	8.94618169096329	9.02098523080889	8.77578950466407	9.31718646829205	9.32062328293243	8.33280382032295	10.0120158888677	9.96284437633441	9.70860357298911	6.86259308205845	7.13273839948814	7.63921148700846
O00423	EMAL1	Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens GN=EML1 PE=1 SV=3	1	-0.0519744347577902	7.02940758974718	NA	NA	NA	NA	-0.030407014254517	7.68580001974489	7.6338255849871	7.71620703399941	7.68580001974489	7.6338255849871	7.71620703399941	NA	NA	NA	NA	NA	NA
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	3	-0.176407485325628	9.81424704511745	-0.898132661686761	0.380996504839542	0.998148607345206	-4.61522873474938	-0.113853625402887	10.0614203352521	9.8850128499265	10.175273960655	10.1778555198298	9.98281027316633	10.5331419778194	11.3375104065683	10.968713072234	11.0348677261931	8.75598437298108	8.79060449800197	9.04490147157532
O00712	NFIB	Nuclear factor 1 B-type OS=Homo sapiens GN=NFIB PE=1 SV=2	1	0.10371709439748	6.67474436208968	NA	NA	NA	NA	-0.235126422123082	6.69607332453437	6.79979041893185	7.03491684105493	6.69607332453437	6.79979041893185	7.03491684105493	NA	NA	NA	NA	NA	NA
O00764	PDXK	Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=1 SV=1	2	-0.377584780304024	4.32515664540461	NA	NA	NA	NA	-0.496904409843737	4.40807210095985	4.03048732065583	4.90497651080359	4.34695688937888	4.11508081817554	5.1932085206525	3.84728110647036	3.32398761706566	3.99483829488422	NA	NA	NA
O14497	ARI1A	AT-rich interactive domain-containing protein 1A OS=Homo sapiens GN=ARID1A PE=1 SV=3	3	0.114619164107204	8.59905555581643	0.656753343204734	0.519666111402119	0.998148607345206	-4.6433165424013	0.406627390562345	10.3461073972321	10.4607265613393	10.054099170777	10.5248704849957	10.5189270857792	9.72915943464432	5.64550404265621	6.00418032957847	5.71503044425833	8.98807599748353	8.9792006020994	8.83823596686736
O14519	CDKA1	Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens GN=CDK2AP1 PE=1 SV=1	2	-0.0980923991234164	6.01546282890121	NA	NA	NA	NA	-0.0843318582661512	6.33402119352734	6.23592879440392	6.41835305179349	6.21459666890491	6.26584942144085	6.64817779572482	5.30116953472057	5.05373198393779	5.03625212443296	NA	NA	NA
O14579	COPE	Coatomer subunit epsilon OS=Homo sapiens GN=COPE PE=1 SV=3	2	-0.077068782870457	7.00201502157316	NA	NA	NA	NA	-0.170893566682264	6.75782231397427	6.68075353110381	6.92871588065653	6.82673006114313	6.72830926875256	7.17898490068471	7.46644067715666	7.41072390380632	7.45597297097961	NA	NA	NA
O14602	IF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens GN=EIF1AY PE=1 SV=4	2	-0.0319704967854406	6.66833278159555	NA	NA	NA	NA	-0.762230444937933	6.8320217740851	6.80005127729966	7.59425221902303	6.69885346724914	6.79793938577968	7.79571500650173	6.29671959638439	6.13369268428298	6.72431894700767	NA	NA	NA
O14617	AP3D1	AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1 PE=1 SV=1	2	0.275595227936674	4.61366894566967	NA	NA	NA	NA	-0.268068009578572	4.33782290634723	4.61341813428391	4.88148614386248	4.33014860169233	4.51096191927738	5.39599308092216	4.48404603742609	4.85442317571438	4.50552803322675	NA	NA	NA
O14686	KMT2D	Histone-lysine N-methyltransferase 2D OS=Homo sapiens GN=KMT2D PE=1 SV=2	1	-0.0708080934348096	7.38332201950109	NA	NA	NA	NA	0.388511865650298	7.71718679297825	7.64637869954344	7.32867492732795	7.71718679297825	7.64637869954344	7.32867492732795	NA	NA	NA	NA	NA	NA
O14770	MEIS2	Homeobox protein Meis2 OS=Homo sapiens GN=MEIS2 PE=1 SV=2	1	0.358594412555772	6.34570519940442	NA	NA	NA	NA	1.43645923654006	6.64076138335186	6.99935579590763	5.56289655936757	6.64076138335186	6.99935579590763	5.56289655936757	NA	NA	NA	NA	NA	NA
O14776	TCRG1	Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2	1	0.165942824224506	8.25500526776431	NA	NA	NA	NA	-0.417631066907752	7.78309178104659	7.9490346052711	8.36666567217885	7.78309178104659	7.9490346052711	8.36666567217885	NA	NA	NA	NA	NA	NA
O14929	HAT1	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1	2	0.178360503232767	5.11917532624061	NA	NA	NA	NA	-0.128414155446944	4.41038137895283	4.58874188218559	4.71715603763254	4.24466963842523	4.78995276908338	4.59267059585642	5.03405217513699	4.84549005094437	5.29960053506522	NA	NA	NA
O14950	ML12B	Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2	3	0.0399660957154975	9.16985583878116	0.205370306867388	0.839592318338685	0.998148607345206	-4.67358268564475	-0.842386200028633	8.63043982707197	8.67040592278747	9.5127921228161	8.76534530442969	8.64902516355257	9.74722193908616	9.87718551805162	9.81467401182638	10.1681348348881	8.57053340728205	8.86926334153091	9.94476434302145
O14979	HNRDL	Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3	3	-0.00445088654894654	10.5883199743107	-0.016961929470649	0.986653978781366	0.998148607345206	-4.6769129157731	0.463054693867756	10.9540406146773	10.9495897281284	10.4909859208096	10.6544250553913	10.8341324024241	9.98622806743024	11.0740363062205	10.9106159640796	10.3982321696909	9.76031600758346	9.7306763430447	9.71515305047082
O14980	XPO1	Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1	3	-0.0173545077642583	10.3292873239859	-0.144288791108217	0.886879016595243	0.998148607345206	-4.67527884844692	0.0592012262821733	10.8494313869641	10.8320768791999	10.7902301606819	10.770014894012	10.7844537378741	10.8677861754816	10.8941627297978	10.8462963011046	10.708036931032	9.11600970745193	9.09737376899022	9.02676054590162
O15014	ZN609	Zinc finger protein 609 OS=Homo sapiens GN=ZNF609 PE=1 SV=2	1	0.133898414240623	7.47577499584799	NA	NA	NA	NA	0.232185632716222	7.19714647017734	7.33104488441796	7.09885925170174	7.19714647017734	7.33104488441796	7.09885925170174	NA	NA	NA	NA	NA	NA
O15042	SR140	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2	3	-0.0552580806533758	9.05108705002507	-0.261200303322367	0.796909421685167	0.998148607345206	-4.67151901395762	-0.246094713334756	9.6193107624486	9.56405268179522	9.86540547578335	9.41383945237927	9.38370429247405	9.91347715531207	9.57498540063298	9.55877601312045	9.69599878270231	7.1702112220644	7.05078152752202	7.28784427706654
O15144	ARPC2	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1	2	-0.059217071493384	8.93283955649614	NA	NA	NA	NA	-0.359126193554918	9.13297595294668	9.0737588814533	9.4921021465016	9.06308686251024	8.94817947709825	9.6959242370186	8.26293376790407	8.2594070103293	8.34834878050556	NA	NA	NA
O15145	ARPC3	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3	2	-0.00916018694721821	8.29068009729627	NA	NA	NA	NA	-0.568208669710637	7.93013280241945	7.92097261547223	8.49834147213009	7.78897462334527	7.87914560512561	8.68113799449922	8.67454539384586	8.56605403817109	8.9187993621132	NA	NA	NA
O15160	RPAC1	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1	2	0.303362071612898	3.97050537556691	NA	NA	NA	NA	0.37758477777259	4.59196836987945	4.89533044149235	4.51774566371976	4.33014860169233	4.55853004561996	4.31986562843047	3.23046654337736	3.60880924267552	3.09230410431984	NA	NA	NA
O15164	TIF1A	Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24 PE=1 SV=3	3	-0.0151190504105259	11.5083764322289	-0.0953768047969498	0.925071548072724	0.998148607345206	-4.67621139898389	2.15405696895681	13.1532811134226	13.1381620630121	10.9992241444658	13.1966515210127	13.4317671423256	10.758978634989	12.9888951320673	12.8491481521213	11.0902400443143	12.1038076470491	11.9630818544507	9.97796471395537
O15198	SMAD9	Mothers against decapentaplegic homolog 9 OS=Homo sapiens GN=SMAD9 PE=1 SV=1	2	-0.0280247694084039	6.58241987015186	NA	NA	NA	NA	1.19902807075761	7.32073471374031	7.29270994433191	6.12170664298271	7.41911748212248	7.37628045941561	5.82418594528388	6.93343775022008	6.92022523411013	6.13031314554346	NA	NA	NA
O15294	OGT1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3	2	0.0341302094142968	8.67215793231433	NA	NA	NA	NA	0.693185299630841	9.15287370120535	9.18700391061965	8.49381861098881	9.19231042968729	9.26924358649042	8.25269921882373	7.9325944141109	7.92392167613636	7.55409544454137	NA	NA	NA
O15305	PMM2	Phosphomannomutase 2 OS=Homo sapiens GN=PMM2 PE=1 SV=1	3	-0.0569597592010371	7.81017371632146	-0.297780240344969	0.769287721092817	0.998148607345206	-4.66990294673034	0.382755622475578	9.03658439825245	8.97962463905142	8.65382877577688	9.12450908095957	9.21214893620897	8.52641539970057	9.71430685543705	9.6211491988846	9.71623153608483	4.80219321694183	4.63683174064176	4.2500953501263
O15347	HMGB3	High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	3	0.134584149268267	10.2032982317791	0.779033472800585	0.446102951009041	0.998148607345206	-4.63004648902042	0.215433597482503	10.7034858347051	10.8380699839734	10.6226363864909	10.5457367534934	10.6815019738845	10.6003178129459	9.71402468009533	9.78329060166597	9.54562644727413	9.32463061526719	9.52335192111026	9.19589944399317
O15355	PPM1G	Protein phosphatase 1G OS=Homo sapiens GN=PPM1G PE=1 SV=1	3	-0.00713103452502395	10.0730855139885	-0.0295395347275133	0.976760032238055	0.998148607345206	-4.67686631871829	0.0284281930292991	9.77664413890627	9.76951310438125	9.74821594587698	9.5622969468129	9.47527021213407	9.65196141982081	9.94704199708882	10.0352016742855	10.2459346354379	9.57211821353468	9.54959216744175	9.09827652308977
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	2	-0.297298689513445	4.72082506256259	NA	NA	NA	NA	-0.621686336538561	6.11141635820017	5.81411766868672	6.73310269473873	6.27585844619138	5.73160996539386	7.28593058182032	3.40890591510745	3.35855701687808	3.64220645255563	NA	NA	NA
O15372	EIF3H	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1	2	-0.0934807902365264	6.06494331915224	NA	NA	NA	NA	-0.491039652301699	4.3734371588699	4.27995636863337	4.8644768111716	4.1168637576909	4.25117804814401	5.16476329632653	8.04759135839986	7.7263154874737	7.98177112436763	NA	NA	NA
O15550	KDM6A	Lysine-specific demethylase 6A OS=Homo sapiens GN=KDM6A PE=1 SV=2	3	0.0317677373664313	9.56174790909687	0.143633519909746	0.887389018112427	0.998148607345206	-4.67529384840878	0.733763807089559	9.97030798711336	10.0020757244798	9.26831191739023	10.2871846688615	10.255837898085	9.28996946127308	9.39478421042509	9.56331886407504	8.48743811292871	8.8472139820006	8.80532931122643	8.64578707791603
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	3	-0.0144346015456911	10.0492587317667	-0.110720091779678	0.91306608346076	0.998148607345206	-4.67595972841386	-0.024192570151774	11.0725282005238	11.0580935989782	11.0967207706756	10.9793894669287	10.9894451874175	11.0151710978178	11.1329907958036	11.0449502460409	10.9700134203694	7.49391261850797	7.52859364314469	7.69368607350832
O43172	PRP4	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2	2	0.258634243130536	4.61204818268316	NA	NA	NA	NA	0.0921798282571622	6.2952827794015	6.55391702253204	6.46173719427488	6.21847674627442	6.63247596192379	6.70735913208088	2.01537522588692	2.11864449649862	1.8594016698272	NA	NA	NA
O43252	PAPS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2	2	-0.225150819941933	5.65055503126204	NA	NA	NA	NA	-0.608242980818437	6.94419716586948	6.71904634592754	7.55244014668791	7.20226378260442	7.09712917584382	7.14042810419782	3.14218001095941	2.79701297783614	4.42050165100289	NA	NA	NA
O43290	SNUT1	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1	2	-0.106420338621223	6.21111698907294	NA	NA	NA	NA	-0.316236661346633	6.80819431871824	6.70177398009701	7.12443098006487	6.66299891023399	6.65800740961461	6.9862483872218	4.88229368623121	4.67444450960815	5.19151753193667	NA	NA	NA
O43309	ZSC12	Zinc finger and SCAN domain-containing protein 12 OS=Homo sapiens GN=ZSCAN12 PE=1 SV=1	2	0.166606781000332	6.43981510043778	NA	NA	NA	NA	0.917950469860089	6.24084885598899	6.40745563698932	5.48950516712924	6.30508458472395	6.56855334101741	5.053421693574	6.43986055960009	6.50960536530729	6.18883607303053	NA	NA	NA
O43353	RIPK2	Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens GN=RIPK2 PE=1 SV=2	1	0.162597941300608	4.60024339791805	NA	NA	NA	NA	-0.197411897765536	4.23266075679027	4.39525869809088	4.59267059585642	4.23266075679027	4.39525869809088	4.59267059585642	NA	NA	NA	NA	NA	NA
O43390	HNRPR	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	3	0.0514196113040715	10.7838980729085	0.327726282124349	0.746907672807001	0.998148607345206	-4.66842547486546	0.0319040048706594	11.0075737776283	11.0589933889323	11.0270893840617	10.8049895127534	10.8576644825111	11.0126095751409	11.1989799234256	11.176774221033	11.0806795505707	9.61943397253796	9.7432235390851	9.58866110230554
O43395	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2	2	-0.0394881798515332	8.72577747580417	NA	NA	NA	NA	-1.05108594203408	8.05285718430725	8.01336900445572	9.10394312634134	7.89650540448465	7.7848684993018	9.5765248372486	8.22782219985389	8.26048274533367	8.6499746511581	NA	NA	NA
O43447	PPIH	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1	2	-0.0828597529427721	7.59623530308008	NA	NA	NA	NA	0.297708278439049	7.88754837029709	7.80468861735432	7.58984009185804	7.56920462161272	7.62722118415203	7.46317402032311	7.47376372293886	7.25002765451401	6.98437776735038	NA	NA	NA
O43592	XPOT	Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2	3	-0.113811507077829	7.32297809962826	-0.614996513960188	0.546270150542755	0.998148607345206	-4.64737667859971	0.731468001979537	7.86306174589713	7.7492502388193	7.13159374391759	7.98921200983573	7.83848361084955	7.13075440416163	8.68637546151274	8.43066162275363	8.09652692367858	5.43938567643554	5.50439339294735	4.6932878140052
O43670	ZN207	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	2	0.0618470171586605	5.84184352414903	NA	NA	NA	NA	-0.544620597585582	7.01676705903464	7.0786140761933	7.62323467377888	7.15510734222085	7.06893178884328	7.75679456792813	4.00514330327596	4.21501289097085	4.61639130705717	NA	NA	NA
O43684	BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	3	-0.023143671875701	9.61377390035113	-0.179154725689314	0.859821601936498	0.998148607345206	-4.67438278747351	0.0894459444581255	10.7762744857084	10.7531308138327	10.6868285412503	10.6798256514434	10.7869930111586	10.6583581424909	8.39663535938771	8.33385815342674	8.18975397520423	9.72768954654887	9.61386837716753	9.68770060631041
O43707	ACTN4	Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	3	0.0339481458293065	7.98410328370574	0.130123956237295	0.89791454316335	0.998148607345206	-4.67558794356426	-0.490529326515602	5.66539703071277	5.69934517654207	6.18987450305768	5.98511003792234	5.85388874524304	6.52859364314469	10.622450624	10.5834253299545	10.6621787907452	7.71703987154211	7.98913089575492	8.7072605166093
O43719	HTSF1	HIV Tat-specific factor 1 OS=Homo sapiens GN=HTATSF1 PE=1 SV=1	1	-0.0540623973389334	6.55139918458282	NA	NA	NA	NA	-0.474131602255696	6.32565881667615	6.27159641933722	6.79979041893185	6.32565881667615	6.27159641933722	6.79979041893185	NA	NA	NA	NA	NA	NA
O43795	MYO1B	Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3	2	0.313112498905435	6.65987323022679	NA	NA	NA	NA	-0.112820783808079	4.48744381922859	4.80055631813402	4.9133771019421	4.36806987653208	4.9935449778627	5.3115861506659	9.0655315379702	9.06628143445045	8.9738818292634	NA	NA	NA
O43809	CPSF5	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	3	0.0578481387650189	10.672771338075	0.400619763873821	0.693425154346994	0.998148607345206	-4.66425313966596	0.162136065566269	10.549673163903	10.607521302668	10.4453852371017	10.3935360220905	10.605208309293	10.3125345535677	11.0325377616687	10.8840505621529	10.6901663841338	9.80168526637405	9.91204459498244	9.91219433202792
O43813	LANC1	LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1	1	0.238406183222164	6.73601578198591	NA	NA	NA	NA	0.272491087349292	6.56267854727182	6.80108473049398	6.52859364314469	6.56267854727182	6.80108473049398	6.52859364314469	NA	NA	NA	NA	NA	NA
O43815	STRN	Striatin OS=Homo sapiens GN=STRN PE=1 SV=4	3	0.386437351330619	10.9426344599205	1.93271807682179	0.0691956308230895	0.998148607345206	-4.42729891935884	2.38859710162964	12.7691350318581	13.1555723831888	10.7669752815591	12.8328476411552	13.0335913815187	10.7799948313072	11.8129279168666	12.9497107882749	10.1283902572366	11.9991342842982	11.8209197265183	9.7300455028792
O43823	AKAP8	A-kinase anchor protein 8 OS=Homo sapiens GN=AKAP8 PE=1 SV=1	3	-0.384767992393851	6.9523402862084	-1.22723345471799	0.235577313598769	0.998148607345206	-4.56556963201333	0.26583441332987	8.99163500279372	8.60686701039987	8.72580058946385	8.48617420352566	8.64285110570312	8.82334449160071	8.29370154208073	7.04704598967263	7.27898037318701	4.84942744216139	4.78510211521048	4.72947508299045
O43866	CD5L	CD5 antigen-like OS=Homo sapiens GN=CD5L PE=1 SV=1	2	-0.686611977552607	6.17125774583567	NA	NA	NA	NA	-2.86278712687348	5.40718558014587	4.72057360259326	8.26997270701935	6.05899673501918	4.93882345891381	7.43879185257826	5.29619517070036	5.04314449170052	9.64197430688824	NA	NA	NA
O60216	RAD21	Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2	2	0.011351448683298	5.37091507585134	NA	NA	NA	NA	-1.04425003329242	4.80668610772899	4.81803755641229	5.86228758970471	4.52803543263632	4.50007360313464	5.9935449778627	5.20051332127573	5.25117804814401	5.84620674000079	NA	NA	NA
O60244	MED14	Mediator of RNA polymerase II transcription subunit 14 OS=Homo sapiens GN=MED14 PE=1 SV=2	1	-0.32675659527906	6.61543452034936	NA	NA	NA	NA	1.557815707064	7.28593058182032	6.95917398654126	5.72811487475632	7.28593058182032	6.95917398654126	5.72811487475632	NA	NA	NA	NA	NA	NA
O60264	SMCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	3	-0.0899017258049231	9.82316808510936	-0.552126314623447	0.587666675095179	0.998148607345206	-4.65302276111692	-0.132096292944109	10.5063100576616	10.4164083318567	10.6384063506057	10.3432174470915	10.2209914852952	10.7903892272622	10.0522478044993	9.95337541942707	10.047610832042	8.17335590684259	8.12474907629627	8.12710997796141
O60341	KDM1A	Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2	3	0.0969910411079109	10.503596161845	0.426134774725194	0.675072560140911	0.998148607345206	-4.6626016378325	0.489787705969183	11.617748058343	11.7147390994509	11.2249513934817	11.4293693771267	11.6260414333283	10.9871015601352	10.9607001417108	11.0243283869655	10.5763696176786	8.9326155035229	8.9632883253903	8.5808238499628
O60437	PEPL	Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4	2	-0.116048149559728	8.4364988583109	NA	NA	NA	NA	-0.53318209890868	7.406090172839	7.29004202327927	7.93927227174768	7.54810629955645	7.30768872810411	8.38980032617325	9.69446982576487	9.70279109809776	9.91913999696543	NA	NA	NA
O60506	HNRPQ	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	3	-0.024326230366901	11.6314295175563	-0.147637796746478	0.884273264129782	0.998148607345206	-4.67520112407126	0.00360566804614137	11.6625465977944	11.6382203674275	11.6589409297483	11.4337270063862	11.5001483146329	11.6630370439825	12.2605646532191	12.0917730209493	12.0828167131808	10.9972651850445	11.0266568179668	10.934886083348
O60508	PRP17	Pre-mRNA-processing factor 17 OS=Homo sapiens GN=CDC40 PE=1 SV=1	1	0.181740301603523	6.56000341982462	NA	NA	NA	NA	1.79333021728355	7.37503943134692	7.55677973295045	5.76344951566689	7.37503943134692	7.55677973295045	5.76344951566689	NA	NA	NA	NA	NA	NA
O60663	LMX1B	LIM homeobox transcription factor 1-beta OS=Homo sapiens GN=LMX1B PE=1 SV=3	2	0.0630655947185854	8.36822438357692	NA	NA	NA	NA	0.745246640801875	9.97761808441129	10.0406836791299	9.295437038328	9.73457656877342	9.92292414515602	9.53829980837894	7.46218089134562	7.3999645044002	6.29409555957353	NA	NA	NA
