Protein	Gene	Description	N	logFC	AveExpr	t	P.Value	adj.P.Val	B	logFCcontrol	FOXA1_0min	FOXA1_90min	IgG	PR590:FOXA1 0min	PR590:FOXA1 90min	PR590:IgG	PR622:FOXA1 0min	PR622:FOXA1 90min	PR622:IgG	PR650:FOXA1 0min	PR650:FOXA1 90min	PR650:IgG
O00423	EMAL1	Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens GN=EML1 PE=1 SV=3	1	-0.00794497947643791	7.02940758974718	NA	NA	NA	NA	-1.47903122431828	6.23717580968113	6.22923083020469	7.71620703399941	6.23717580968113	6.22923083020469	7.71620703399941	NA	NA	NA	NA	NA	NA
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	3	-0.0528004042729631	9.81424704511745	-0.268819475206952	0.791131956257084	0.998972140838833	-4.67119957718566	-0.638216037351913	9.5370579233031	9.48425751903013	10.175273960655	9.16469147578932	9.23218105768664	10.5331419778194	10.9255544398736	10.6686760847257	11.0348677261931	8.60801714786917	8.6390047083008	9.04490147157532
O00712	NFIB	Nuclear factor 1 B-type OS=Homo sapiens GN=NFIB PE=1 SV=2	1	-0.132422148714124	6.67474436208968	NA	NA	NA	NA	-0.0493188291584161	6.98559801189651	6.85317586318239	7.03491684105493	6.98559801189651	6.85317586318239	7.03491684105493	NA	NA	NA	NA	NA	NA
O00764	PDXK	Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=1 SV=1	2	0.0140847668287307	4.32515664540461	NA	NA	NA	NA	0.0718847617463707	4.96277650572123	4.97686127254996	4.90497651080359	4.7556506310048	4.77459882879121	5.1932085206525	4.54799617436721	4.55721751023825	3.99483829488422	NA	NA	NA
O14497	ARI1A	AT-rich interactive domain-containing protein 1A OS=Homo sapiens GN=ARID1A PE=1 SV=3	3	0.12615713566648	8.59905555581643	0.722864463926819	0.47907074459481	0.998972140838833	-4.63639357448014	1.08410228072662	11.0120443158371	11.1382014515036	10.054099170777	11.0674823793636	11.2845680022235	9.72915943464432	6.54700466920291	6.77356312011891	5.71503044425833	9.5417742323839	9.47660156560751	8.83823596686736
O14519	CDKA1	Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens GN=CDK2AP1 PE=1 SV=1	2	0.088300309498738	6.01546282890121	NA	NA	NA	NA	0.4472286990441	6.77728144133885	6.86558175083759	6.41835305179349	6.78715630563581	7.11805116108376	6.64817779572482	5.61513039361269	5.46083615716221	5.03625212443296	NA	NA	NA
O14579	COPE	Coatomer subunit epsilon OS=Homo sapiens GN=COPE PE=1 SV=3	2	-0.155475452163706	7.00201502157316	NA	NA	NA	NA	-0.477391188556003	6.45132469210053	6.29584923993682	6.92871588065653	6.22220839237505	6.09682808118742	7.17898490068471	7.45796710217726	7.27239650903748	7.45597297097961	NA	NA	NA
O14602	IF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens GN=EIF1AY PE=1 SV=4	2	-0.0619221312155842	6.66833278159555	NA	NA	NA	NA	-0.660970037658549	6.93328218136448	6.8713600501489	7.59425221902303	6.87423489516364	7.02300182536162	7.79571500650173	6.32385898302867	6.05124779039952	6.72431894700767	NA	NA	NA
O14617	AP3D1	AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1 PE=1 SV=1	2	0.00897287595536689	4.61366894566967	NA	NA	NA	NA	-0.51178516451917	4.36072810338794	4.36970097934331	4.88148614386248	4.22110372536788	4.30116953472057	5.39599308092216	4.63890130783196	4.57678125039	4.50552803322675	NA	NA	NA
O14686	KMT2D	Histone-lysine N-methyltransferase 2D OS=Homo sapiens GN=KMT2D PE=1 SV=2	1	0.000728846242317616	7.38332201950109	NA	NA	NA	NA	0.193710438987987	7.52165652007362	7.52238536631593	7.32867492732795	7.52165652007362	7.52238536631593	7.32867492732795	NA	NA	NA	NA	NA	NA
O14770	MEIS2	Homeobox protein Meis2 OS=Homo sapiens GN=MEIS2 PE=1 SV=2	1	0.169996593881643	6.34570519940442	NA	NA	NA	NA	1.19141833114286	6.58431829662879	6.75431489051043	5.56289655936757	6.58431829662879	6.75431489051043	5.56289655936757	NA	NA	NA	NA	NA	NA
O14776	TCRG1	Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2	1	0.0494562482076617	8.25500526776431	NA	NA	NA	NA	0.260138472753402	8.57734789672459	8.62680414493225	8.36666567217885	8.57734789672459	8.62680414493225	8.36666567217885	NA	NA	NA	NA	NA	NA
O14929	HAT1	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1	2	0.0061677336298871	5.11917532624061	NA	NA	NA	NA	0.389737856761103	5.10072616076375	5.10689389439364	4.71715603763254	5.24711373413787	5.38740193236464	4.59267059585642	5.4122976430462	5.28434491207921	5.29960053506522	NA	NA	NA
O14950	ML12B	Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2	3	0.0330530224221643	9.16985583878116	0.169846697211966	0.867029027997719	0.998972140838833	-4.67464080158719	-0.895594899905321	8.58414420048861	8.61719722291078	9.5127921228161	8.32646158945852	8.40632650320118	9.74722193908616	9.93080068636412	9.9391908894613	10.1681348348881	8.81691507419065	8.82781902461732	9.94476434302145
O14979	HNRDL	Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3	3	-0.0674013327456375	10.5883199743107	-0.256860434362193	0.800205689302347	0.998972140838833	-4.67169691659441	0.999295383340334	11.4902813041499	11.4228799714043	10.4909859208096	11.8646891426756	11.810141240736	9.98622806743024	11.2649870687721	11.3030101158479	10.3982321696909	9.96782322616519	9.78214408279211	9.71515305047082
O14980	XPO1	Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1	3	-0.0602105016809134	10.3292873239859	-0.500601954118838	0.622729740282851	0.998972140838833	-4.65722346189649	0.273751436552914	11.0639815972349	11.0037710955539	10.7902301606819	11.0740363062205	11.1208580788083	10.8677861754816	10.9948281953372	10.8395412474664	10.708036931032	9.35497346051631	9.28280713075661	9.02676054590162
O15014	ZN609	Zinc finger protein 609 OS=Homo sapiens GN=ZNF609 PE=1 SV=2	1	0.00612954766350882	7.47577499584799	NA	NA	NA	NA	0.741154306310631	7.83388401034886	7.84001355801237	7.09885925170174	7.83388401034886	7.84001355801237	7.09885925170174	NA	NA	NA	NA	NA	NA
O15042	SR140	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2	3	0.0120485871336733	9.05108705002507	0.0569526588095341	0.955211680817594	0.998972140838833	-4.67667744859942	0.352453856248314	10.205810744898	10.2178593320317	9.86540547578335	10.4294366323271	10.5212498881387	9.91347715531207	10.2081298240583	10.2937343809823	9.69599878270231	7.28096956603945	7.13969751470487	7.28784427706654
O15144	ARPC2	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1	2	-0.0528539652556201	8.93283955649614	NA	NA	NA	NA	0.197285644869995	9.68938779137159	9.63653382611597	9.4921021465016	9.74583036045536	9.63927609927714	9.6959242370186	8.69301394680878	8.69386027747576	8.34834878050556	NA	NA	NA
O15145	ARPC3	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3	2	-0.0874856970905142	8.29068009729627	NA	NA	NA	NA	-0.455555930091853	8.04278554203824	7.95529984494772	8.49834147213009	7.92031031623447	7.85602528031088	8.68113799449922	8.76851518019424	8.6578288219368	8.9187993621132	NA	NA	NA
O15160	RPAC1	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1	2	0.067613337764044	3.97050537556691	NA	NA	NA	NA	0.326675682174661	4.77680800813038	4.84442134589442	4.51774566371976	5.11121020693183	5.04251927173802	4.31986562843047	2.81908421463971	3.02300182536162	3.09230410431984	NA	NA	NA
O15164	TIF1A	Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24 PE=1 SV=3	3	0.00817592489578978	11.5083764322289	0.0515768895298724	0.959435094701332	0.998972140838833	-4.67672391900593	0.509179716853685	11.5002279364237	11.5084038613195	10.9992241444658	11.5284296912108	11.4868242497829	10.758978634989	11.4713123178888	11.7399131821735	11.0902400443143	10.3304527600328	10.1279851118634	9.97796471395537
O15198	SMAD9	Mothers against decapentaplegic homolog 9 OS=Homo sapiens GN=SMAD9 PE=1 SV=1	2	-0.0749573339291922	6.58241987015186	NA	NA	NA	NA	0.620788843655948	6.74249548663865	6.66753815270946	6.12170664298271	6.7779832315861	6.70123219003187	5.82418594528388	6.41809354655313	6.34492992024898	6.13031314554346	NA	NA	NA
O15294	OGT1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3	2	0.000876706630345225	8.67215793231433	NA	NA	NA	NA	1.23078367870209	9.72372558306056	9.7246022896909	8.49381861098881	9.74899545492961	9.94492117758841	8.25269921882373	8.51761315257899	8.32344084318088	7.55409544454137	NA	NA	NA
O15305	PMM2	Phosphomannomutase 2 OS=Homo sapiens GN=PMM2 PE=1 SV=1	3	-0.0609929084811753	7.81017371632146	-0.318865163786233	0.753506934967827	0.998972140838833	-4.66887709908852	0.294954238303857	8.94878301408073	8.88779010559956	8.65382877577688	8.74960609416594	8.89866616309742	8.52641539970057	9.87425685516213	9.73349961005603	9.71623153608483	4.75374205149521	4.56246050222631	4.2500953501263
O15347	HMGB3	High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	3	-0.041066742945679	10.2032982317791	-0.237712743644207	0.814794312491946	0.998972140838833	-4.67244669539189	0.727206780811555	11.3498431673024	11.3087764243568	10.6226363864909	11.5563760393004	11.6250401698554	10.6003178129459	10.2309639623274	10.242408560319	9.54562644727413	9.73612404502005	9.53281508763642	9.19589944399317
O15355	PPM1G	Protein phosphatase 1G OS=Homo sapiens GN=PPM1G PE=1 SV=1	3	-0.120050631999973	10.0730855139885	-0.497296682631224	0.625012335336329	0.998972140838833	-4.65747964737319	0.633768239424521	10.3819841853015	10.2619335533015	9.74821594587698	10.634726793284	10.7706520955422	9.65196141982081	10.6844856508233	10.3507655805808	10.2459346354379	9.5782648525148	9.41590772449913	9.09827652308977
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	2	0.079625142100662	4.72082506256259	NA	NA	NA	NA	-0.912466570129368	5.7410109825087	5.82063612460936	6.73310269473873	5.42218493568193	5.63164479667488	7.28593058182032	3.52176867423396	3.47155909744233	3.64220645255563	NA	NA	NA
O15372	EIF3H	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1	2	-0.069490223357656	6.06494331915224	NA	NA	NA	NA	-0.547465533684077	4.31701127748752	4.24752105412986	4.8644768111716	4.21167974730673	4.19489752967378	5.16476329632653	7.83992360601927	7.71772537693691	7.98177112436763	NA	NA	NA
O15550	KDM6A	Lysine-specific demethylase 6A OS=Homo sapiens GN=KDM6A PE=1 SV=2	3	0.011089455226438	9.56174790909687	0.0501394691627594	0.960564602949179	0.998972140838833	-4.6767355650589	1.19778006404865	10.4550025262124	10.4660919814389	9.26831191739023	10.3356216395383	10.2498245486162	9.28996946127308	9.84974018283079	10.2534338767571	8.48743811292871	9.79790465621541	9.51327641889051	8.64578707791603
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	3	0.0396101797241233	10.0492587317667	0.303828458345888	0.764750025484882	0.998972140838833	-4.6696157198127	0.353227763038101	11.4103383539896	11.4499485337137	11.0967207706756	11.5155696125675	11.5973841847835	11.0151710978178	11.3774003461958	11.4671287939298	10.9700134203694	7.72675338287419	7.67404090209652	7.69368607350832
O43172	PRP4	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2	2	-0.00866453676816992	4.61204818268316	NA	NA	NA	NA	0.515778044484662	6.97751523875954	6.96885070199137	6.46173719427488	7.12397356283619	7.15185012101737	6.70735913208088	2.47434332804123	2.4291376963237	1.8594016698272	NA	NA	NA
O43252	PAPS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2	2	0.251451203846913	5.65055503126204	NA	NA	NA	NA	0.299116663745975	7.60010560658698	7.85155681043389	7.55244014668791	7.52580042825301	7.72334402127731	7.14042810419782	4.13046024674582	4.43581906141535	4.42050165100289	NA	NA	NA
O43290	SNUT1	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1	2	-0.0251059888139507	6.21111698907294	NA	NA	NA	NA	0.497862367152738	7.62229334721761	7.59718735840366	7.12443098006487	7.82400405093315	7.83893376375684	6.9862483872218	5.3494866025308	5.28434491207921	5.19151753193667	NA	NA	NA
O43309	ZSC12	Zinc finger and SCAN domain-containing protein 12 OS=Homo sapiens GN=ZSCAN12 PE=1 SV=1	2	0.0158898246669121	6.43981510043778	NA	NA	NA	NA	1.18982951136337	6.6634448538257	6.67933467849261	5.48950516712924	6.83668159332712	6.83270921398393	5.053421693574	6.75345554667034	6.78920757534735	6.18883607303053	NA	NA	NA
O43353	RIPK2	Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens GN=RIPK2 PE=1 SV=2	1	0.093917863387639	4.60024339791805	NA	NA	NA	NA	0.260326991756897	4.75907972422568	4.85299758761332	4.59267059585642	4.75907972422568	4.85299758761332	4.59267059585642	NA	NA	NA	NA	NA	NA
O43390	HNRPR	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	3	0.0169174589740564	10.7838980729085	0.10782453993618	0.915330172248413	0.998972140838833	-4.67601008514721	0.559197939895579	11.5693698649832	11.5862873239573	11.0270893840617	11.7847195494124	11.7409040762539	11.0126095751409	11.5057725731281	11.6216823365514	11.0806795505707	10.0182995482413	9.99695763489856	9.58866110230554
O43395	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2	2	0.0131670790468856	8.72577747580417	NA	NA	NA	NA	-0.0890173074354355	9.00175873985902	9.0149258189059	9.10394312634134	9.10725444578581	9.08850432746127	9.5765248372486	8.91487626965625	8.95996054607456	8.6499746511581	NA	NA	NA
O43447	PPIH	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1	2	0.0801648559848935	7.59623530308008	NA	NA	NA	NA	0.765899824248561	8.27557506012171	8.3557399161066	7.58984009185804	8.40757126588483	8.54192630675985	7.46317402032311	7.411450458316	7.43742512941076	6.98437776735038	NA	NA	NA
O43592	XPOT	Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2	3	-0.014621505223678	7.32297809962826	-0.0790093635722041	0.937898746980612	0.998972140838833	-4.67643863115792	0.795952033018119	7.92754577693571	7.91292427171203	7.13159374391759	7.86431882050075	7.98702032730631	7.13075440416163	8.56583650273026	8.53530315253827	8.09652692367858	5.87826991766875	5.74223724538415	4.6932878140052
O43670	ZN207	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	2	0.0866098566410995	5.84184352414903	NA	NA	NA	NA	-0.24075377484465	7.29587104229313	7.38248089893423	7.62323467377888	7.24968912879716	7.29986215353378	7.75679456792813	4.46876948321663	4.59181617176222	4.61639130705717	NA	NA	NA
O43684	BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	3	0.00808319682856684	9.61377390035113	0.0625718735683884	0.950798467415023	0.998972140838833	-4.6766239561496	0.184778644565538	10.8635239889873	10.8716071858158	10.6868285412503	10.8742019545391	10.8836251798311	10.6583581424909	8.44412748856261	8.59563046362301	8.18975397520423	9.74756962411475	9.61089301424803	9.68770060631041
O43707	ACTN4	Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	3	0.183187387057325	7.98410328370574	0.702161103481945	0.491578309936725	0.998972140838833	-4.6386259920348	-0.927562439645332	5.07912467635502	5.26231206341234	6.18987450305768	4.68850010482957	4.86400922454358	6.52859364314469	10.3035279935202	10.3957559773308	10.6621787907452	7.57375537204145	7.85558042968885	8.7072605166093
O43719	HTSF1	HIV Tat-specific factor 1 OS=Homo sapiens GN=HTATSF1 PE=1 SV=1	1	0.149141490854074	6.55139918458282	NA	NA	NA	NA	-0.089279145674257	6.56136978240352	6.71051127325759	6.79979041893185	6.56136978240352	6.71051127325759	6.79979041893185	NA	NA	NA	NA	NA	NA
O43795	MYO1B	Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3	2	0.0957586117675553	6.65987323022679	NA	NA	NA	NA	-0.920174083108742	3.8974444070658	3.99320301883336	4.9133771019421	3.62393373223399	3.95286602440891	5.3115861506659	8.62966885794272	8.49225378930292	8.9738818292634	NA	NA	NA
O43809	CPSF5	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	3	-0.0307968454389833	10.672771338075	-0.213279549026473	0.833510967265026	0.998972140838833	-4.67332005329492	0.777178250771192	11.2225634878729	11.191766642434	10.4453852371017	11.3809827900279	11.2776236631676	10.3125345535677	11.3558347980171	11.5625286448432	10.6901663841338	10.509612433998	10.3138871777153	9.91219433202792
O43813	LANC1	LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1	1	-0.0607919128078018	6.73601578198591	NA	NA	NA	NA	0.305290367204168	6.83388401034886	6.77309209754106	6.52859364314469	6.83388401034886	6.77309209754106	6.52859364314469	NA	NA	NA	NA	NA	NA
O43815	STRN	Striatin OS=Homo sapiens GN=STRN PE=1 SV=4	3	-0.110246115071437	10.9426344599205	-0.551382154867438	0.588165976078656	0.998972140838833	-4.65308618568012	-0.522722557588713	10.2442527239704	10.134006608899	10.7669752815591	10.4106557705578	10.0983611273321	10.7799948313072	9.44534007351271	9.54867055925138	10.1283902572366	9.21426707458633	9.09249288685906	9.7300455028792
O43823	AKAP8	A-kinase anchor protein 8 OS=Homo sapiens GN=AKAP8 PE=1 SV=1	3	-0.15291943390195	6.9523402862084	-0.48774287069313	0.631632044625558	0.998972140838833	-4.65821107581571	0.151798720905065	8.87759931036891	8.72467987646696	8.72580058946385	8.94266111323946	8.8437864861725	8.82334449160071	6.96107755139537	7.02316028491923	7.27898037318701	5.38345744585853	4.96149103769578	4.72947508299045
O43866	CD5L	CD5 antigen-like OS=Homo sapiens GN=CD5L PE=1 SV=1	2	0.25773606053847	6.17125774583567	NA	NA	NA	NA	-2.48894622461683	5.52329042186405	5.78102648240252	8.26997270701935	5.44318037213871	5.52490545611458	7.43879185257826	6.14422121701719	6.57796825411827	9.64197430688824	NA	NA	NA
O60216	RAD21	Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2	2	-0.0292536541587953	5.37091507585134	NA	NA	NA	NA	-0.474278494985566	5.38800909471914	5.35875544056035	5.86228758970471	5.4964258261195	5.62602187131743	5.9935449778627	5.39476890177286	5.20666554825733	5.84620674000079	NA	NA	NA
O60244	MED14	Mediator of RNA polymerase II transcription subunit 14 OS=Homo sapiens GN=MED14 PE=1 SV=2	1	0.342414164467367	6.61543452034936	NA	NA	NA	NA	1.14568075022736	6.53138146051631	6.87379562498368	5.72811487475632	6.53138146051631	6.87379562498368	5.72811487475632	NA	NA	NA	NA	NA	NA
O60264	SMCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	3	0.0396078333124059	9.82316808510936	0.243249246231944	0.810568620882856	0.998972140838833	-4.67223579172711	0.42641812722043	11.0252166445137	11.0648244778261	10.6384063506057	11.2151689432923	11.3152749311817	10.7903892272622	10.4108677300985	10.4596511679376	10.047610832042	8.49950424559898	8.46943831980764	8.12710997796141
O60341	KDM1A	Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2	3	-0.0991120916148081	10.503596161845	-0.435453711501342	0.668420757788477	0.998972140838833	-4.66197397300078	0.751741109709931	11.9766925031916	11.8775804115768	11.2249513934817	12.1530362389181	12.295502472783	10.9871015601352	11.5041486191404	11.2890102211451	10.5763696176786	8.7423334988479	8.51766938813381	8.5808238499628
O60437	PEPL	Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4	2	0.121251864717439	8.4364988583109	NA	NA	NA	NA	-0.901825915000448	6.91619449202979	7.03744635674723	7.93927227174768	6.68630041690606	6.73112504217969	8.38980032617325	9.57648434679685	9.7741634509581	9.91913999696543	NA	NA	NA
O60506	HNRPQ	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	3	-0.0154262786477446	11.6314295175563	-0.0936232929311192	0.926444832704661	0.998972140838833	-4.67623777999052	0.237632246667307	11.8965731764156	11.8811468977678	11.6589409297483	12.0755603262578	12.0200001883477	11.6630370439825	12.3199240787119	12.295188804874	12.0828167131808	10.9981521755435	11.0321687513483	10.934886083348
O60508	PRP17	Pre-mRNA-processing factor 17 OS=Homo sapiens GN=CDC40 PE=1 SV=1	1	-0.16585777822717	6.56000341982462	NA	NA	NA	NA	0.130328717123476	5.89377823279037	5.7279204545632	5.76344951566689	5.89377823279037	5.7279204545632	5.76344951566689	NA	NA	NA	NA	NA	NA
