Protein	Gene	Description	N	logFC	AveExpr	t	P.Value	adj.P.Val	B	logFCcontrol	FOXA1_0min	FOXA1_45min	IgG	PR590:FOXA1 0min	PR590:FOXA1 45min	PR590:IgG	PR622:FOXA1 0min	PR622:FOXA1 45min	PR622:IgG	PR650:FOXA1 0min	PR650:FOXA1 45min	PR650:IgG
O00233	PSMD9	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens GN=PSMD9 PE=1 SV=3	2	0.0690459253663693	8.07244044830489	NA	NA	NA	NA	0.602219212326677	8.8318286426095	8.90087456797587	8.29865535564919	9.02145593188345	9.02960275118632	8.2701284348019	7.83071891512311	7.96066394655297	7.51569983828404	NA	NA	NA
O00267	SPT5H	Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1	1	-0.353500883401122	4.30026994847615	NA	NA	NA	NA	0.475338009546658	4.65780330760665	4.30430242420553	4.18246529805999	4.65780330760665	4.30430242420553	4.18246529805999	NA	NA	NA	NA	NA	NA
O00299	CLIC1	Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4	3	0.120315013903165	8.11585865738353	0.76384442442551	0.454877326233865	0.99785365142717	-4.63180431272819	0.00550815518361247	8.74574956386364	8.86606457776681	8.86055642258319	8.77337472954135	8.91323136919526	8.90114704130522	8.37208770407196	8.40325554723526	8.3589964896849	6.94853410395094	7.13845466284322	7.17827358273277
O00401	WASL	Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens GN=WASL PE=1 SV=2	1	-0.0442555613180629	6.64365757230422	NA	NA	NA	NA	-0.433359900030777	6.57418802912698	6.52993246780892	7.00754792915776	6.57418802912698	6.52993246780892	7.00754792915776	NA	NA	NA	NA	NA	NA
O00422	SAP18	Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1	3	0.0490614070077751	8.73272104134975	0.202990753172447	0.841423992517734	0.99785365142717	-4.6736597755935	0.181551908955251	8.90828000661155	8.95734141361932	8.77578950466407	8.79106983847011	8.66070903878206	8.33280382032295	10.0436425199453	9.93760501963685	9.70860357298911	7.24337802774751	7.62696054876735	7.63921148700846
O00423	EMAL1	Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens GN=EML1 PE=1 SV=3	1	-0.125965602749299	7.02940758974718	NA	NA	NA	NA	-1.47903122431828	6.23717580968113	6.11121020693183	7.71620703399941	6.23717580968113	6.11121020693183	7.71620703399941	NA	NA	NA	NA	NA	NA
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	3	-0.0357154997236986	9.81424704511745	-0.181836143580343	0.857747636700715	0.99785365142717	-4.67430592308455	-0.638216037351913	9.5370579233031	9.5013424235794	10.175273960655	9.16469147578932	9.34091509207821	10.5331419778194	10.9255544398736	10.7847516771599	11.0348677261931	8.60801714786917	8.46544979512288	9.04490147157532
O00712	NFIB	Nuclear factor 1 B-type OS=Homo sapiens GN=NFIB PE=1 SV=2	1	-0.154607530647254	6.67474436208968	NA	NA	NA	NA	-0.0493188291584161	6.98559801189651	6.83099048124926	7.03491684105493	6.98559801189651	6.83099048124926	7.03491684105493	NA	NA	NA	NA	NA	NA
O00764	PDXK	Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=1 SV=1	2	-0.016202069272782	4.32515664540461	NA	NA	NA	NA	0.05779999491764	4.96277650572123	4.94657443644845	4.90497651080359	4.7556506310048	4.72324649245923	5.1932085206525	4.54799617436721	4.54799617436721	3.99483829488422	NA	NA	NA
O14497	ARI1A	AT-rich interactive domain-containing protein 1A OS=Homo sapiens GN=ARID1A PE=1 SV=3	3	0.151030261458763	8.59905555581643	0.865384335252656	0.398239145065792	0.99785365142717	-4.61948275757897	1.1089754065189	11.0120443158371	11.1630745772959	10.054099170777	11.0674823793636	11.0433202860071	9.72915943464432	6.54700466920291	6.87476184289247	5.71503044425833	9.5417742323839	9.69126993642712	8.83823596686736
O14519	CDKA1	Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens GN=CDK2AP1 PE=1 SV=1	2	0.0336418447544204	6.01546282890121	NA	NA	NA	NA	0.392570234299782	6.77728144133885	6.81092328609327	6.41835305179349	6.78715630563581	6.79552948666081	6.64817779572482	5.61513039361269	5.67404090209652	5.03625212443296	NA	NA	NA
O14579	COPE	Coatomer subunit epsilon OS=Homo sapiens GN=COPE PE=1 SV=3	2	-0.144018475993239	7.00201502157316	NA	NA	NA	NA	-0.477391188556003	6.45132469210053	6.30730621610729	6.92871588065653	6.22220839237505	6.17962478711897	7.17898490068471	7.45796710217726	7.21251375544686	7.45597297097961	NA	NA	NA
O14602	IF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens GN=EIF1AY PE=1 SV=4	2	0.408941691968403	6.66833278159555	NA	NA	NA	NA	-0.252028345690146	6.93328218136448	7.34222387333289	7.59425221902303	6.87423489516364	7.16066380866917	7.79571500650173	6.32385898302867	6.85531345345994	6.72431894700767	NA	NA	NA
O14617	AP3D1	AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1 PE=1 SV=1	2	0.43900241286122	4.61366894566967	NA	NA	NA	NA	-0.0817556276133171	4.36072810338794	4.79973051624916	4.88148614386248	4.22110372536788	4.27904672382243	5.39599308092216	4.63890130783196	5.45896313509985	4.50552803322675	NA	NA	NA
O14686	KMT2D	Histone-lysine N-methyltransferase 2D OS=Homo sapiens GN=KMT2D PE=1 SV=2	1	-0.180217120706886	7.38332201950109	NA	NA	NA	NA	0.192981592745669	7.52165652007362	7.34143939936673	7.32867492732795	7.52165652007362	7.34143939936673	7.32867492732795	NA	NA	NA	NA	NA	NA
O14770	MEIS2	Homeobox protein Meis2 OS=Homo sapiens GN=MEIS2 PE=1 SV=2	1	0.0514775460429302	6.34570519940442	NA	NA	NA	NA	1.07289928330415	6.58431829662879	6.63579584267172	5.56289655936757	6.58431829662879	6.63579584267172	5.56289655936757	NA	NA	NA	NA	NA	NA
O14776	TCRG1	Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2	1	-0.0857238177842188	8.25500526776431	NA	NA	NA	NA	0.21068222454574	8.57734789672459	8.49162407894037	8.36666567217885	8.57734789672459	8.49162407894037	8.36666567217885	NA	NA	NA	NA	NA	NA
O14929	HAT1	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1	2	-0.214713428347191	5.11917532624061	NA	NA	NA	NA	0.383570123131216	5.10072616076375	4.88601273241656	4.71715603763254	5.24711373413787	4.98803540906504	4.59267059585642	5.4122976430462	5.24194911142466	5.29960053506522	NA	NA	NA
O14950	ML12B	Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2	3	-0.153437951718061	9.16985583878116	-0.788458283585167	0.440711389285459	0.99785365142717	-4.62894046932666	-0.928647922327485	8.58414420048861	8.43070624877055	9.5127921228161	8.32646158945852	8.42410628777665	9.74722193908616	9.93080068636412	9.49189603304315	10.1681348348881	8.81691507419065	8.69786117403932	9.94476434302145
O14979	HNRDL	Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3	3	-0.00317234495062557	10.5883199743107	-0.0120895221024711	0.990487459751779	0.99785365142717	-4.67692419349928	0.999295383340334	11.4902813041499	11.4871089591993	10.4909859208096	11.8646891426756	11.9168098325154	9.98622806743024	11.2649870687721	11.2477283494769	10.3982321696909	9.96782322616519	9.92344422076871	9.71515305047082
O14980	XPO1	Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1	3	-0.0432121455807053	10.3292873239859	-0.359274277999017	0.723578771251237	0.99785365142717	-4.66671947621516	0.273751436552914	11.0639815972349	11.0207694516542	10.7902301606819	11.0740363062205	11.034892283833	10.8677861754816	10.9948281953372	10.9663303444299	10.708036931032	9.35497346051631	9.29297889706894	9.02676054590162
O15014	ZN609	Zinc finger protein 609 OS=Homo sapiens GN=ZNF609 PE=1 SV=2	1	0.0992164645825069	7.47577499584799	NA	NA	NA	NA	0.834241223229629	7.83388401034886	7.93310047493137	7.09885925170174	7.83388401034886	7.93310047493137	7.09885925170174	NA	NA	NA	NA	NA	NA
O15042	SR140	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2	3	0.0500666656805677	9.05108705002507	0.236660921035897	0.8155977736443	0.99785365142717	-4.67248622034864	0.390471934795208	10.205810744898	10.2558774105786	9.86540547578335	10.4294366323271	10.3910517493356	9.91347715531207	10.2081298240583	10.4712978001298	9.69599878270231	7.28096956603945	7.20638647000114	7.28784427706654
O15144	ARPC2	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1	2	0.0350053481490082	8.93283955649614	NA	NA	NA	NA	0.232290993019003	9.68938779137159	9.7243931395206	9.4921021465016	9.74583036045536	9.66515823444083	9.6959242370186	8.69301394680878	8.84369676912132	8.34834878050556	NA	NA	NA
O15145	ARPC3	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3	2	-0.449589475196273	8.29068009729627	NA	NA	NA	NA	-0.455555930091853	8.04278554203824	7.59319606684196	8.49834147213009	7.92031031623447	7.92811648382752	8.68113799449922	8.76851518019424	7.86153006220864	8.9187993621132	NA	NA	NA
O15160	RPAC1	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1	2	-0.0823135403274167	3.97050537556691	NA	NA	NA	NA	0.259062344410617	4.77680800813038	4.69449446780296	4.51774566371976	5.11121020693183	5.11031551230416	4.31986562843047	2.81908421463971	2.65535182861255	3.09230410431984	NA	NA	NA
O15164	TIF1A	Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24 PE=1 SV=3	3	0.188903245124703	11.5083764322289	1.19167457257935	0.248896949012461	0.99785365142717	-4.57149667436031	0.689907037082598	11.5002279364237	11.6891311815484	10.9992241444658	11.5284296912108	11.6494326216001	10.758978634989	11.4713123178888	11.7938558313803	11.0902400443143	10.3304527600328	10.4536160515261	9.97796471395537
O15198	SMAD9	Mothers against decapentaplegic homolog 9 OS=Homo sapiens GN=SMAD9 PE=1 SV=1	2	-0.230180655112447	6.58241987015186	NA	NA	NA	NA	0.620788843655948	6.74249548663865	6.51231483152621	6.12170664298271	6.7779832315861	6.70923154641365	5.82418594528388	6.41809354655313	6.02648392150069	6.13031314554346	NA	NA	NA
O15294	OGT1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3	2	0.0355178902565747	8.67215793231433	NA	NA	NA	NA	1.26542486232832	9.72372558306056	9.75924347331713	8.49381861098881	9.74899545492961	9.80966478831722	8.25269921882373	8.51761315257899	8.52797959970453	7.55409544454137	NA	NA	NA
O15305	PMM2	Phosphomannomutase 2 OS=Homo sapiens GN=PMM2 PE=1 SV=1	3	0.15191474387041	7.81017371632146	0.794195930183138	0.437449042567021	0.99785365142717	-4.62826144063531	0.446868982174268	8.94878301408073	9.10069775795114	8.65382877577688	8.74960609416594	8.87005641847295	8.52641539970057	9.87425685516213	9.94855496163964	9.71623153608483	4.75374205149521	5.01473785232193	4.2500953501263
O15347	HMGB3	High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	3	0.0919815639559722	10.2032982317791	0.532430584075815	0.600952882371519	0.99785365142717	-4.65467431341374	0.819188344767527	11.3498431673024	11.4418247312584	10.6226363864909	11.5563760393004	11.5493068069361	10.6003178129459	10.2309639623274	10.5130719328224	9.54562644727413	9.73612404502005	9.73702999875723	9.19589944399317
O15355	PPM1G	Protein phosphatase 1G OS=Homo sapiens GN=PPM1G PE=1 SV=1	3	-0.0717692790651085	10.0730855139885	-0.297296430675358	0.769651074165704	0.99785365142717	-4.66992567772434	0.633768239424521	10.3819841853015	10.3102149062364	9.74821594587698	10.634726793284	10.5406331633159	9.65196141982081	10.6844856508233	10.5030874524862	10.2459346354379	9.5782648525148	9.6384488436246	9.09827652308977
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	2	0.258505196333304	4.72082506256259	NA	NA	NA	NA	-0.733586515896726	5.7410109825087	5.999516178842	6.73310269473873	5.42218493568193	5.70913305885237	7.28593058182032	3.52176867423396	3.75183094373013	3.64220645255563	NA	NA	NA
O15372	EIF3H	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1	2	0.0851700072936641	6.06494331915224	NA	NA	NA	NA	-0.462295526390413	4.31701127748752	4.40218128478118	4.8644768111716	4.21167974730673	4.39525869809088	5.16476329632653	7.83992360601927	7.82668466982245	7.98177112436763	NA	NA	NA
O15550	KDM6A	Lysine-specific demethylase 6A OS=Homo sapiens GN=KDM6A PE=1 SV=2	3	0.0633538696835618	9.56174790909687	0.28644593719693	0.777814337345518	0.99785365142717	-4.67042592995509	1.25004447850577	10.4550025262124	10.518356395896	9.26831191739023	10.3356216395383	10.1721863844726	9.28996946127308	9.84974018283079	10.1831302345941	8.48743811292871	9.79790465621541	9.81801146856844	8.64578707791603
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	3	-0.0625604948510929	10.0492587317667	-0.479868024743836	0.637112662108288	0.99785365142717	-4.65880381051174	0.313617583313977	11.4103383539896	11.3477778591385	11.0967207706756	11.5155696125675	11.4488795707803	11.0151710978178	11.3774003461958	11.3350872356591	10.9700134203694	7.72675338287419	7.64807505064477	7.69368607350832
O43172	PRP4	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2	2	0.0601764852510644	4.61204818268316	NA	NA	NA	NA	0.575954529735727	6.97751523875954	7.0376917240106	6.46173719427488	7.12397356283619	7.06331803276699	6.70735913208088	2.47434332804123	2.65535182861255	1.8594016698272	NA	NA	NA
O43252	PAPS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2	2	0.133796022562519	5.65055503126204	NA	NA	NA	NA	0.181461482461581	7.60010560658698	7.73390162914949	7.55244014668791	7.52580042825301	7.52468162630405	7.14042810419782	4.13046024674582	4.39917109381982	4.42050165100289	NA	NA	NA
O43290	SNUT1	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1	2	0.107388162196325	6.21111698907294	NA	NA	NA	NA	0.605250529349063	7.62229334721761	7.72968150941393	7.12443098006487	7.82400405093315	7.68209167656498	6.9862483872218	5.3494866025308	5.70617530129163	5.19151753193667	NA	NA	NA
O43309	ZSC12	Zinc finger and SCAN domain-containing protein 12 OS=Homo sapiens GN=ZSCAN12 PE=1 SV=1	2	0.140998741163968	6.43981510043778	NA	NA	NA	NA	1.31493842786043	6.6634448538257	6.80444359498966	5.48950516712924	6.83668159332712	6.74454555794201	5.053421693574	6.75345554667034	7.12758906438338	6.18883607303053	NA	NA	NA
O43353	RIPK2	Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens GN=RIPK2 PE=1 SV=2	1	0.137468927161382	4.60024339791805	NA	NA	NA	NA	0.30387805553064	4.75907972422568	4.89654865138706	4.59267059585642	4.75907972422568	4.89654865138706	4.59267059585642	NA	NA	NA	NA	NA	NA
O43390	HNRPR	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	3	-0.00616685413651474	10.7838980729085	-0.0393048513457571	0.969080912471644	0.99785365142717	-4.67681276117605	0.542280480921523	11.5693698649832	11.5632030108467	11.0270893840617	11.7847195494124	11.7486061872072	11.0126095751409	11.5057725731281	11.5657039259851	11.0806795505707	10.0182995482413	9.97598099517992	9.58866110230554
O43395	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2	2	-0.148428832396194	8.72577747580417	NA	NA	NA	NA	-0.102184386482321	9.00175873985902	8.85332990746282	9.10394312634134	9.10725444578581	9.03617361255349	9.5765248372486	8.91487626965625	8.68909943809619	8.6499746511581	NA	NA	NA
O43447	PPIH	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1	2	-0.771356627041978	7.59623530308008	NA	NA	NA	NA	0.685734968263668	8.27557506012171	7.50421843307973	7.58984009185804	8.40757126588483	8.24982454861618	7.46317402032311	7.411450458316	6.02648392150069	6.98437776735038	NA	NA	NA
O43592	XPOT	Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2	3	0.0812713714761077	7.32297809962826	0.439161306495927	0.665782096433472	0.99785365142717	-4.66172062282185	0.877223404494226	7.92754577693571	8.00881714841181	7.13159374391759	7.86431882050075	7.79511197977297	7.13075440416163	8.56583650273026	8.66014873918458	8.09652692367858	5.87826991766875	6.09697863637054	4.6932878140052
O43670	ZN207	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	2	0.0605069322116503	5.84184352414903	NA	NA	NA	NA	-0.266856699274099	7.29587104229313	7.35637797450478	7.62323467377888	7.24968912879716	7.24765630467488	7.75679456792813	4.46876948321663	4.59181617176222	4.61639130705717	NA	NA	NA
O43684	BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	3	-0.122095360355171	9.61377390035113	-0.945137872237751	0.357129931679598	0.99785365142717	-4.60889193430263	0.176695447736972	10.8635239889873	10.7414286286321	10.6868285412503	10.8742019545391	10.8726364078899	10.6583581424909	8.44412748856261	8.14942051675982	8.18975397520423	9.74756962411475	9.67755606150127	9.68770060631041
O43707	ACTN4	Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	3	0.276698768737214	7.98410328370574	1.0605921941985	0.302928979349566	0.99785365142717	-4.59221780861811	-0.834051057965443	5.07912467635502	5.35582344509223	6.18987450305768	4.68850010482957	5.07161558809348	6.52859364314469	10.3035279935202	10.511124337619	10.6621787907452	7.57375537204145	7.81313985089045	8.7072605166093
O43719	HTSF1	HIV Tat-specific factor 1 OS=Homo sapiens GN=HTATSF1 PE=1 SV=1	1	-0.0492783750539703	6.55139918458282	NA	NA	NA	NA	-0.238420636528331	6.56136978240352	6.51209140734955	6.79979041893185	6.56136978240352	6.51209140734955	6.79979041893185	NA	NA	NA	NA	NA	NA
O43795	MYO1B	Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3	2	0.22546278995051	6.65987323022679	NA	NA	NA	NA	-0.790469904925788	3.8974444070658	4.12290719701631	4.9133771019421	3.62393373223399	3.76780611136779	5.3115861506659	8.62966885794272	8.93672205870994	8.9738818292634	NA	NA	NA
O43809	CPSF5	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	3	-0.0645784344200706	10.672771338075	-0.447229551391449	0.660055534759304	0.99785365142717	-4.66116217023404	0.777178250771192	11.2225634878729	11.1579850534529	10.4453852371017	11.3809827900279	11.354595725733	10.3125345535677	11.3558347980171	11.4407616657738	10.6901663841338	10.509612433998	10.257337327276	9.91219433202792
O43813	LANC1	LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1	1	0.0546853046121347	6.73601578198591	NA	NA	NA	NA	0.359975671816303	6.83388401034886	6.888569314961	6.52859364314469	6.83388401034886	6.888569314961	6.52859364314469	NA	NA	NA	NA	NA	NA
O43815	STRN	Striatin OS=Homo sapiens GN=STRN PE=1 SV=4	3	-0.0755154185080169	10.9426344599205	-0.37768092014568	0.71009349061485	0.99785365142717	-4.66565365874578	-0.522722557588713	10.2442527239704	10.1687373054624	10.7669752815591	10.4106557705578	10.1816403509065	10.7799948313072	9.44534007351271	9.60851885840633	10.1283902572366	9.21426707458633	9.05355745381992	9.7300455028792
O43823	AKAP8	A-kinase anchor protein 8 OS=Homo sapiens GN=AKAP8 PE=1 SV=1	3	-0.217184153195863	6.9523402862084	-0.692717855709091	0.497345930091074	0.99785365142717	-4.63962484057882	0.151798720905065	8.87759931036891	8.66041515717305	8.72580058946385	8.94266111323946	8.98230098002404	8.82334449160071	6.96107755139537	6.50824753458034	7.27898037318701	5.38345744585853	5.1450951363014	4.72947508299045
O43866	CD5L	CD5 antigen-like OS=Homo sapiens GN=CD5L PE=1 SV=1	2	0.317448152305513	6.17125774583567	NA	NA	NA	NA	-2.42923413284978	5.52329042186405	5.84073857416956	8.26997270701935	5.44318037213871	5.43700891306291	7.43879185257826	6.14422121701719	6.78528898070402	9.64197430688824	NA	NA	NA
O60216	RAD21	Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2	2	0.236956230586439	5.37091507585134	NA	NA	NA	NA	-0.237322264399127	5.38800909471914	5.62496532530558	5.86228758970471	5.4964258261195	5.37999715114289	5.9935449778627	5.39476890177286	5.98511003792234	5.84620674000079	NA	NA	NA
O60244	MED14	Mediator of RNA polymerase II transcription subunit 14 OS=Homo sapiens GN=MED14 PE=1 SV=2	1	0.147897552496246	6.61543452034936	NA	NA	NA	NA	0.951164138256235	6.53138146051631	6.67927901301256	5.72811487475632	6.53138146051631	6.67927901301256	5.72811487475632	NA	NA	NA	NA	NA	NA
O60264	SMCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	3	0.0125933143144952	9.82316808510936	0.0773411206414924	0.939207196800262	0.99785365142717	-4.6764593996578	0.399403608222519	11.0252166445137	11.0378099588282	10.6384063506057	11.2151689432923	11.1116200899449	10.7903892272622	10.4108677300985	10.5327385707261	10.047610832042	8.49950424559898	8.51896220126224	8.12710997796141
O60341	KDM1A	Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2	3	-0.14369578493095	10.503596161845	-0.631334298931613	0.535774315156746	0.99785365142717	-4.64581728982676	0.751741109709931	11.9766925031916	11.8329967182607	11.2249513934817	12.1530362389181	12.1246567751222	10.9871015601352	11.5041486191404	11.1125279387266	10.5763696176786	8.7423334988479	8.73124628826477	8.5808238499628
O60437	PEPL	Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4	2	-0.053696150155143	8.4364988583109	NA	NA	NA	NA	-1.02307777971789	6.91619449202979	6.86249834187465	7.93927227174768	6.68630041690606	6.72031755789251	8.38980032617325	9.57648434679685	9.43507490550011	9.91913999696543	NA	NA	NA
O60506	HNRPQ	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	3	-0.0284175917143408	11.6314295175563	-0.172468589101861	0.864997591755571	0.99785365142717	-4.67456950773111	0.237632246667307	11.8965731764156	11.8681555847012	11.6589409297483	12.0755603262578	12.0202954237422	11.6630370439825	12.3199240787119	12.4676073694612	12.0828167131808	10.9981521755435	10.8204810121668	10.934886083348
O60508	PRP17	Pre-mRNA-processing factor 17 OS=Homo sapiens GN=CDC40 PE=1 SV=1	1	-0.122571764900687	6.56000341982462	NA	NA	NA	NA	0.130328717123476	5.89377823279037	5.77120646788968	5.76344951566689	5.89377823279037	5.77120646788968	5.76344951566689	NA	NA	NA	NA	NA	NA
